count,year,district,primary_type
8,2007,25,12
341,2007,20,05
4,2007,8,13
2483,2007,16,26
4450,2007,8,08B
806,2007,2,07
1797,2007,20,06
390,2007,24,03
116,2007,6,02
545,2007,25,04B
62,2007,8,09
585,2007,12,03
54,2007,4,19
38,2007,6,01A
530,2007,6,04A
108,2007,25,20
301,2007,14,16
2042,2007,5,26
216,2007,25,10
3541,2007,4,14
488,2007,22,03
3914,2007,6,18
742,2007,8,04B
389,2007,22,11
20,2007,20,22
2128,2007,10,26
82,2007,25,09
6507,2007,11,18
145,2007,8,20
42,2007,11,01A
2675,2007,1,26
18,2007,20,15
489,2007,12,11
383,2007,11,04A
212,2007,8,10
1278,2007,17,26
100,2007,4,16
2239,2007,7,26
404,2007,24,11
93,2007,11,02
2,2007,8,12
63,2007,20,24
9,2007,25,13
1867,2007,19,26
3985,2007,25,08B
2194,2007,14,14
469,2007,18,07
951,2007,9,08A
641,2007,15,07
2910,2007,3,26
132,2007,9,17
5,2007,14,19
304,2007,15,16
27,2007,12,09
6350,2007,1,06
320,2007,18,16
41,2007,16,22
109,2007,9,02
1147,2007,8,03
674,2007,10,05
576,2007,25,11
2765,2007,10,06
51,2007,16,15
1219,2007,4,07
30,2007,22,09
65,2007,11,17
274,2007,1,05
1980,2007,24,08B
6,2007,24,13
83,2007,5,24
1117,2007,11,08A
1293,2007,19,05
294,2007,5,15
967,2007,17,05
2894,2007,12,08B
60,2007,16,24
1962,2007,7,05
2507,2007,9,18
2917,2007,3,06
61,2007,2,19
18,2007,12,13
22,2007,5,22
11,2007,24,09
1593,2007,3,05
3551,2007,7,06
2651,2007,17,06
4,2007,22,13
32,2007,9,01A
5974,2007,19,06
1854,2007,2,14
374,2007,9,04A
2266,2007,22,08B
854,2007,14,07
4,2007,12,12
102,2007,7,24
646,2007,16,05
103,2007,17,24
274,2007,15,19
120,2007,19,24
42,2007,1,15
75,2007,24,10
108,2007,10,22
936,2007,20,26
14,2007,18,19
211,2007,24,04B
3,2007,22,12
34,2007,1,22
58,2007,24,20
3189,2007,16,06
142,2007,10,15
1677,2007,15,14
1670,2007,18,14
202,2007,3,24
322,2007,10,24
85,2007,19,22
426,2007,12,04B
1258,2007,6,08A
335,2007,2,16
219,2007,3,15
31,2007,17,22
43,2007,12,20
97,2007,22,10
29,2007,7,22
834,2007,25,03
2565,2007,5,06
90,2007,6,17
297,2007,22,04B
1412,2007,5,05
44,2007,19,15
3,2007,24,12
793,2007,8,11
40,2007,3,22
52,2007,1,24
128,2007,12,10
70,2007,22,20
67,2007,17,15
324,2007,7,15
642,2007,18,05
7,2007,6,13
550,2007,15,05
4478,2007,6,08B
331,2007,10,16
9,2007,16,19
86,2007,2,24
598,2007,9,03
138,2007,8,02
2,2007,11,12
1902,2007,15,06
2422,2007,16,14
7088,2007,18,06
23,2007,1,16
29,2007,8,01A
14,2007,2,22
124,2007,19,16
437,2007,8,04A
55,2007,11,10
411,2007,7,16
23,2007,6,09
2694,2007,5,14
40,2007,17,16
2490,2007,4,26
936,2007,11,04B
152,2007,3,16
140,2007,2,15
2640,2007,8,18
60,2007,11,20
66,2007,5,19
34,2007,16,16
110,2007,10,19
105,2007,12,17
77,2007,18,22
22,2007,25,01A
1059,2007,1,14
364,2007,25,04A
136,2007,6,20
53,2007,15,22
908,2007,6,04B
980,2007,12,08A
6,2007,31,18
1989,2007,10,14
193,2007,6,10
197,2007,15,15
2256,2007,25,18
46,2007,11,09
59,2007,18,15
8,2007,1,19
54,2007,22,17
758,2007,22,08A
1000,2007,2,05
143,2007,7,19
11,2007,17,19
80,2007,15,24
404,2007,9,11
18,2007,19,19
1,2007,6,12
2658,2007,3,14
97,2007,18,24
66,2007,24,17
261,2007,20,07
129,2007,25,02
1819,2007,17,14
216,2007,5,16
3243,2007,7,14
11,2007,11,13
2377,2007,19,14
1336,2007,14,26
495,2007,24,08A
83,2007,3,19
3688,2007,2,06
4399,2007,11,08B
273,2007,12,04A
25,2007,20,16
450,2007,11,11
907,2007,5,07
42,2007,24,02
120,2007,25,17
1311,2007,6,03
1330,2007,22,18
16,2007,12,01A
163,2007,4,24
1110,2007,25,08A
1731,2007,12,18
17,2007,22,01A
17,2007,9,13
3406,2007,9,08B
269,2007,22,04A
1218,2007,24,18
84,2007,4,22
56,2007,22,02
2338,2007,2,26
4326,2007,14,06
58,2007,12,02
136,2007,24,04A
249,2007,4,15
1269,2007,14,05
11,2007,24,01A
610,2007,16,07
54,2007,9,09
1048,2007,3,07
116,2007,9,10
10,2007,20,19
1891,2007,18,26
2376,2007,15,26
99,2007,9,20
598,2007,19,07
1007,2007,7,07
1021,2007,20,14
666,2007,9,04B
678,2007,17,07
84,2007,14,24
79,2007,14,15
137,2007,8,17
1705,2007,4,05
327,2007,1,07
1418,2007,8,08A
77,2007,14,22
3913,2007,4,06
605,2007,6,11
855,2007,10,07
4,2007,9,12
1019,2007,11,03
202,2007,9,15
60,2007,8,19
3066,2007,5,18
2836,2007,6,26
741,2007,22,07
52,2007,4,09
5113,2007,8,14
114,2007,9,22
1074,2007,12,07
2,2007,14,12
418,2007,5,04A
35,2007,5,01A
36,2007,16,02
895,2007,2,03
5,2007,4,13
104,2007,14,10
4470,2007,4,08B
346,2007,20,08A
610,2007,25,16
5,2007,16,01A
98,2007,5,02
374,2007,24,07
49,2007,20,17
100,2007,16,04A
52,2007,14,20
271,2007,15,11
287,2007,9,24
617,2007,16,18
276,2007,14,04B
1128,2007,18,11
557,2007,7,04A
149,2007,17,04A
465,2007,18,03
23,2007,1,02
5,2007,17,01A
665,2007,15,03
40,2007,7,01A
13,2007,19,01A
2571,2007,3,18
3750,2007,9,06
624,2007,8,16
5,2007,4,12
118,2007,19,04A
3456,2007,7,18
717,2007,17,18
88,2007,10,02
1270,2007,9,05
422,2007,3,04A
31,2007,14,09
428,2007,2,11
32,2007,3,01A
1183,2007,19,18
41,2007,25,19
27,2007,10,01A
938,2007,1,18
325,2007,10,04A
165,2007,4,20
125,2007,3,02
781,2007,4,04B
4,2007,31,14
173,2007,7,02
171,2007,4,10
2199,2007,14,08B
3197,2007,25,14
84,2007,1,04A
51,2007,17,02
4,2007,1,01A
2483,2007,11,26
2775,2007,10,18
6,2007,14,13
46,2007,19,02
94,2007,7,17
20,2007,18,20
92,2007,17,17
1999,2007,24,14
43,2007,6,22
609,2007,19,08A
81,2007,15,20
1530,2007,7,08A
7,2007,2,09
459,2007,17,08A
488,2007,15,04B
394,2007,14,11
293,2007,18,04B
130,2007,19,17
1144,2007,3,08A
264,2007,6,15
54,2007,15,10
15,2007,24,19
126,2007,18,10
80,2007,3,17
1829,2007,9,26
2142,2007,22,14
3272,2007,11,06
3199,2007,2,08B
1079,2007,4,03
47,2007,12,19
75,2007,10,17
16,2007,2,13
148,2007,6,24
24,2007,18,12
832,2007,10,08A
31,2007,22,19
69,2007,1,17
2664,2007,12,14
620,2007,1,08A
858,2007,11,05
1543,2007,8,07
2056,2007,18,08B
5,2007,15,13
12,2007,18,13
3595,2007,15,08B
1657,2007,6,05
4,2007,2,12
1205,2007,5,08A
120,2007,11,24
557,2007,4,11
4107,2007,6,06
61,2007,5,17
1477,2007,25,07
26,2007,20,02
116,2007,24,16
66,2007,2,20
636,2007,16,08A
7,2007,18,09
252,2007,11,15
1,2007,20,01A
625,2007,2,04B
64,2007,20,04A
89,2007,16,17
384,2007,12,16
33,2007,15,09
533,2007,14,03
108,2007,2,10
11,2007,22,16
21,2007,11,22
621,2007,20,18
10,2007,16,13
530,2007,10,04B
5,2007,17,12
1938,2007,16,08B
174,2007,12,24
2799,2007,8,26
110,2007,6,19
29,2007,4,01A
73,2007,24,15
458,2007,4,04A
183,2007,1,10
54,2007,10,20
6,2007,19,12
86,2007,22,24
139,2007,1,04B
9,2007,1,20
66,2007,10,10
2940,2007,6,14
45,2007,24,22
35,2007,5,09
2,2007,3,12
2524,2007,4,18
552,2007,18,08A
1001,2007,15,08A
1,2007,10,12
22,2007,19,20
127,2007,3,10
195,2007,17,04B
854,2007,9,07
1164,2007,7,04B
169,2007,22,15
44,2007,17,20
190,2007,19,04B
73,2007,12,22
74,2007,18,17
111,2007,7,20
52,2007,15,17
27,2007,16,09
15,2007,1,12
3671,2007,5,08B
130,2007,19,10
111,2007,3,20
4,2007,5,13
47,2007,24,24
230,2007,20,11
890,2007,11,16
11,2007,22,22
143,2007,4,02
113,2007,7,10
137,2007,12,15
858,2007,3,04B
77,2007,17,10
21,2007,17,09
50,2007,7,09
1017,2007,2,08A
56,2007,6,16
190,2007,20,03
2974,2007,24,06
44,2007,16,20
1119,2007,14,18
12,2007,10,13
91,2007,16,04B
67,2007,2,17
7,2007,19,09
3254,2007,10,08B
134,2007,16,10
194,2007,14,04A
757,2007,24,05
39,2007,3,09
2,2007,5,12
1376,2007,1,08B
8,2007,1,13
6,2007,14,01A
9,2007,19,13
2295,2007,11,14
2838,2007,22,06
2209,2007,19,08B
80,2007,5,10
2586,2007,25,26
48,2007,10,09
5603,2007,7,08B
60,2007,14,02
1806,2007,17,08B
1032,2007,12,05
9,2007,17,13
19,2007,16,12
3,2007,7,13
4095,2007,3,08B
103,2007,5,20
2,2007,1,09
177,2007,11,19
5639,2007,12,06
3,2007,3,13
1111,2007,22,05
701,2007,5,04B
244,2007,16,03
18,2007,20,20
92,2007,20,04B
307,2007,2,04A
3177,2007,9,14
71,2007,8,22
463,2007,3,11
19,2007,2,01A
53,2007,20,10
1489,2007,24,26
755,2007,14,08A
363,2007,7,11
313,2007,17,11
100,2007,14,17
304,2007,8,15
78,2007,9,19
939,2007,19,11
2188,2007,2,18
279,2007,8,24
1910,2007,12,26
925,2007,1,11
2,2007,20,12
1611,2007,25,05
194,2007,10,11
4190,2007,25,06
763,2007,5,03
1708,2007,22,26
1228,2007,6,07
96,2007,2,02
327,2007,25,24
1,2007,20,13
1399,2007,4,08A
1109,2007,20,08B
2234,2007,8,05
622,2007,10,03
97,2007,4,17
1002,2007,11,07
273,2007,5,11
682,2007,9,16
5710,2007,8,06
37,2007,18,02
408,2007,1,03
77,2007,15,02
479,2007,19,03
1184,2007,7,03
23,2007,15,01A
337,2007,17,03
101,2007,18,04A
2,2007,18,01A
272,2007,15,04A
77,2007,25,22
7,2007,20,09
1214,2007,3,03
617,2007,16,11
921,2007,18,18
228,2007,25,15
5673,2007,15,18
88,2008,9,10
937,2008,3,07
2229,2008,15,26
1667,2008,18,26
9,2008,20,19
93,2008,9,20
617,2008,19,07
89,2008,14,24
880,2008,20,14
750,2008,17,07
650,2008,9,04B
1170,2008,7,07
153,2008,8,17
106,2008,14,15
2056,2008,4,05
1347,2008,8,08A
397,2008,1,07
70,2008,14,22
1179,2008,11,03
914,2008,10,07
3,2008,9,12
591,2008,6,11
3968,2008,4,06
1500,2008,6,03
993,2008,22,18
19,2008,12,01A
127,2008,25,17
629,2008,11,11
53,2008,24,02
901,2008,5,07
251,2008,12,04A
13,2008,20,16
1068,2008,25,08A
135,2008,4,24
248,2008,22,04A
3241,2008,9,08B
7,2008,9,13
1411,2008,12,18
17,2008,22,01A
52,2008,4,22
57,2008,22,02
1217,2008,24,18
4547,2008,14,06
2152,2008,2,26
8,2008,24,01A
559,2008,16,07
130,2008,24,04A
313,2008,4,15
1328,2008,14,05
67,2008,12,02
49,2008,9,09
32,2008,15,22
109,2008,6,20
824,2008,1,14
381,2008,25,04A
30,2008,25,01A
10,2008,16,16
90,2008,10,19
77,2008,12,17
61,2008,18,22
14,2008,31,18
902,2008,6,04B
898,2008,12,08A
12,2008,1,19
66,2008,22,17
2313,2008,25,18
50,2008,18,15
35,2008,11,09
139,2008,6,10
1983,2008,10,14
197,2008,15,15
737,2008,22,08A
3,2008,17,19
92,2008,7,19
912,2008,2,05
3,2008,6,12
2460,2008,3,14
70,2008,18,24
8,2008,19,19
444,2008,9,11
115,2008,15,24
93,2008,5,16
3287,2008,7,14
315,2008,20,07
113,2008,25,02
2130,2008,17,14
57,2008,24,17
3435,2008,2,06
4346,2008,11,08B
99,2008,3,19
630,2008,24,08A
1305,2008,14,26
5,2008,11,13
2263,2008,19,14
683,2008,15,05
4216,2008,6,08B
653,2008,18,05
9,2008,6,13
85,2008,2,24
249,2008,10,16
6,2008,16,19
117,2008,8,02
736,2008,9,03
7569,2008,18,06
85,2008,1,16
2765,2008,16,14
2050,2008,15,06
490,2008,8,04A
44,2008,19,16
12,2008,2,22
36,2008,8,01A
42,2008,17,16
2431,2008,4,26
444,2008,7,16
33,2008,6,09
2670,2008,5,14
69,2008,11,10
2384,2008,8,18
168,2008,2,15
71,2008,3,16
964,2008,11,04B
50,2008,5,19
61,2008,11,20
774,2008,16,05
97,2008,17,24
115,2008,7,24
853,2008,14,07
3,2008,12,12
77,2008,10,22
110,2008,24,10
10,2008,18,19
804,2008,20,26
48,2008,1,15
100,2008,19,24
250,2008,15,19
1,2008,22,12
207,2008,24,04B
1507,2008,18,14
184,2008,3,24
182,2008,10,15
1694,2008,15,14
50,2008,24,20
20,2008,1,22
3793,2008,16,06
357,2008,12,04B
1288,2008,6,08A
240,2008,3,15
440,2008,2,16
68,2008,19,22
259,2008,10,24
2771,2008,5,06
101,2008,6,17
976,2008,25,03
85,2008,22,10
38,2008,12,20
31,2008,7,22
46,2008,17,22
62,2008,1,24
3,2008,24,12
19,2008,3,22
851,2008,8,11
322,2008,22,04B
1435,2008,5,05
42,2008,19,15
402,2008,7,15
78,2008,22,20
103,2008,12,10
60,2008,17,15
6533,2008,1,06
279,2008,18,16
48,2008,16,22
41,2008,12,09
197,2008,15,16
1362,2008,8,03
893,2008,10,05
105,2008,9,02
64,2008,11,17
1075,2008,4,07
15,2008,22,09
49,2008,16,15
606,2008,25,11
2560,2008,10,06
1131,2008,11,08A
90,2008,5,24
3,2008,24,13
1910,2008,24,08B
198,2008,1,05
1416,2008,19,05
272,2008,5,15
74,2008,2,19
11,2008,12,13
2143,2008,9,18
3033,2008,3,06
1872,2008,7,05
864,2008,17,05
2716,2008,12,08B
38,2008,16,24
3071,2008,17,06
3693,2008,7,06
1748,2008,3,05
13,2008,5,22
11,2008,24,09
2167,2008,22,08B
1771,2008,2,14
369,2008,9,04A
27,2008,9,01A
6568,2008,19,06
1,2008,22,13
16,2008,20,22
56,2008,25,09
1991,2008,10,26
5198,2008,11,18
414,2008,22,11
742,2008,8,04B
140,2008,8,20
425,2008,11,04A
512,2008,12,11
31,2008,20,15
2595,2008,1,26
46,2008,11,01A
179,2008,8,10
420,2008,24,11
3,2008,8,12
104,2008,11,02
2148,2008,7,26
1165,2008,17,26
115,2008,4,16
2288,2008,14,14
1587,2008,19,26
3818,2008,25,08B
5,2008,25,13
44,2008,20,24
909,2008,9,08A
562,2008,15,07
482,2008,18,07
6,2008,14,19
140,2008,9,17
2783,2008,3,26
375,2008,20,05
3,2008,25,12
2333,2008,16,26
4224,2008,8,08B
13,2008,8,13
724,2008,2,07
97,2008,6,02
498,2008,24,03
1822,2008,20,06
51,2008,8,09
561,2008,25,04B
127,2008,25,20
462,2008,6,04A
647,2008,12,03
34,2008,4,19
40,2008,6,01A
1,2008,31,20
229,2008,14,16
562,2008,22,03
3373,2008,6,18
3402,2008,4,14
1756,2008,5,26
184,2008,25,10
1094,2008,20,08B
1367,2008,4,08A
2,2008,20,13
181,2008,25,24
1086,2008,11,07
345,2008,5,11
2410,2008,8,05
682,2008,10,03
91,2008,4,17
5834,2008,8,06
402,2008,9,16
94,2008,15,02
41,2008,18,02
374,2008,1,03
536,2008,19,03
83,2008,25,22
6,2008,20,09
5,2008,18,01A
247,2008,15,04A
30,2008,15,01A
84,2008,18,04A
324,2008,17,03
1283,2008,7,03
1124,2008,3,03
4810,2008,15,18
660,2008,18,18
233,2008,25,15
687,2008,16,11
10,2008,20,20
238,2008,16,03
416,2008,3,11
24,2008,2,01A
64,2008,8,22
98,2008,20,04B
242,2008,2,04A
2932,2008,9,14
430,2008,17,11
342,2008,7,11
53,2008,20,10
623,2008,14,08A
1497,2008,24,26
1858,2008,2,18
1020,2008,19,11
293,2008,8,15
41,2008,9,19
72,2008,14,17
1152,2008,1,11
246,2008,8,24
1645,2008,12,26
1662,2008,25,05
4,2008,20,12
1412,2008,6,07
1546,2008,22,26
777,2008,5,03
275,2008,10,11
4508,2008,25,06
64,2008,2,02
2828,2008,24,06
53,2008,16,20
229,2008,20,03
50,2008,7,09
988,2008,2,08A
72,2008,6,16
31,2008,17,09
7,2008,19,09
3076,2008,10,08B
4,2008,10,13
62,2008,2,17
86,2008,16,04B
1139,2008,14,18
103,2008,16,10
12,2008,14,01A
5,2008,1,13
25,2008,3,09
1258,2008,1,08B
193,2008,14,04A
737,2008,24,05
2111,2008,19,08B
75,2008,5,10
44,2008,10,09
2468,2008,25,26
2762,2008,22,06
6,2008,19,13
2412,2008,11,14
9,2008,7,13
6,2008,17,13
10,2008,16,12
1841,2008,17,08B
1094,2008,12,05
5325,2008,7,08B
59,2008,14,02
5,2008,3,13
6193,2008,12,06
152,2008,11,19
3900,2008,3,08B
93,2008,5,20
2,2008,1,09
1,2008,31,26
1221,2008,22,05
677,2008,5,04B
1973,2008,16,08B
166,2008,12,24
2975,2008,8,26
4,2008,16,13
568,2008,10,04B
6,2008,17,12
1,2008,7,12
65,2008,10,20
175,2008,1,10
8,2008,19,12
84,2008,24,15
485,2008,4,04A
78,2008,6,19
44,2008,4,01A
129,2008,1,04B
70,2008,22,24
2384,2008,4,18
2893,2008,6,14
28,2008,24,22
61,2008,10,10
14,2008,1,20
44,2008,5,09
1,2008,3,12
1139,2008,7,04B
879,2008,15,08A
26,2008,19,20
1072,2008,9,07
185,2008,17,04B
123,2008,3,10
469,2008,18,08A
16,2008,16,09
53,2008,15,17
64,2008,12,22
68,2008,18,17
114,2008,7,20
144,2008,22,15
40,2008,17,20
220,2008,19,04B
81,2008,24,24
3,2008,5,13
3424,2008,5,08B
8,2008,1,12
125,2008,19,10
101,2008,3,20
113,2008,12,15
68,2008,17,10
733,2008,3,04B
14,2008,22,22
113,2008,4,02
87,2008,7,10
947,2008,11,16
268,2008,20,11
3332,2008,15,08B
13,2008,18,13
1712,2008,6,05
1,2008,15,13
1961,2008,18,08B
2,2008,2,12
1163,2008,5,08A
101,2008,11,24
100,2008,24,16
1445,2008,25,07
31,2008,20,02
4060,2008,6,06
58,2008,5,17
550,2008,4,11
555,2008,16,08A
58,2008,2,20
30,2008,15,09
76,2008,16,17
474,2008,2,04B
61,2008,20,04A
416,2008,12,16
2,2008,20,01A
283,2008,11,15
4,2008,18,09
108,2008,2,10
558,2008,14,03
20,2008,11,22
440,2008,20,18
12,2008,22,16
603,2008,19,08A
67,2008,15,20
1745,2008,24,14
22,2008,6,22
69,2008,17,17
90,2008,7,17
14,2008,18,20
109,2008,19,17
455,2008,14,11
273,2008,18,04B
491,2008,17,08A
464,2008,15,04B
1480,2008,7,08A
10,2008,2,09
23,2008,24,19
97,2008,18,10
980,2008,3,08A
281,2008,6,15
50,2008,15,10
1918,2008,9,26
58,2008,3,17
1128,2008,4,03
43,2008,12,19
76,2008,10,17
8,2008,2,13
3129,2008,11,06
2959,2008,2,08B
2013,2008,22,14
878,2008,10,08A
2,2008,15,12
160,2008,6,24
10,2008,18,12
2666,2008,12,14
34,2008,22,19
63,2008,1,17
1524,2008,8,07
866,2008,11,05
531,2008,1,08A
46,2008,7,01A
5,2008,17,01A
762,2008,15,03
468,2008,18,03
167,2008,17,04A
29,2008,1,02
527,2008,7,04A
103,2008,19,04A
3,2008,4,12
280,2008,8,16
1989,2008,3,18
6,2008,19,01A
3699,2008,9,06
1307,2008,9,05
88,2008,10,02
622,2008,17,18
3554,2008,7,18
849,2008,19,18
388,2008,2,11
41,2008,3,01A
33,2008,14,09
430,2008,3,04A
138,2008,4,20
312,2008,10,04A
39,2008,10,01A
1239,2008,1,18
45,2008,25,19
752,2008,4,04B
110,2008,3,02
7,2008,14,13
2425,2008,11,26
4,2008,1,01A
2347,2008,10,18
3179,2008,25,14
92,2008,1,04A
46,2008,17,02
117,2008,7,02
154,2008,4,10
2092,2008,14,08B
66,2008,19,02
284,2008,9,15
46,2008,8,19
711,2008,22,07
38,2008,4,09
2481,2008,6,26
1933,2008,5,18
52,2008,9,22
5073,2008,8,14
29,2008,5,01A
39,2008,16,02
449,2008,5,04A
947,2008,12,07
7,2008,14,12
101,2008,14,10
369,2008,20,08A
4133,2008,4,08B
755,2008,2,03
6,2008,4,13
101,2008,16,04A
40,2008,20,17
3,2008,16,01A
423,2008,24,07
111,2008,5,02
607,2008,25,16
48,2008,14,20
299,2008,14,04B
1214,2008,18,11
668,2008,16,18
235,2008,9,24
293,2008,15,11
50,2009,9,09
506,2009,16,07
4,2009,24,01A
304,2009,4,15
141,2009,24,04A
1359,2009,14,05
54,2009,12,02
4315,2009,14,06
2039,2009,2,26
23,2009,4,22
54,2009,22,02
1053,2009,24,18
232,2009,22,04A
2900,2009,9,08B
1,2009,31,08A
4,2009,9,13
19,2009,22,01A
1254,2009,12,18
1040,2009,25,08A
180,2009,4,24
1438,2009,6,03
20,2009,12,01A
1122,2009,22,18
80,2009,25,17
661,2009,11,11
732,2009,5,07
54,2009,24,02
241,2009,12,04A
6,2009,20,16
1026,2009,11,03
623,2009,10,07
2,2009,9,12
584,2009,6,11
3354,2009,4,06
49,2009,14,22
1146,2009,8,08A
232,2009,1,07
100,2009,14,15
133,2009,8,17
2000,2009,4,05
72,2009,14,24
804,2009,20,14
711,2009,17,07
579,2009,9,04B
934,2009,7,07
583,2009,19,07
92,2009,9,20
2195,2009,15,26
1554,2009,18,26
4,2009,20,19
725,2009,3,07
88,2009,9,10
47,2009,5,19
80,2009,11,20
2287,2009,8,18
86,2009,3,16
153,2009,2,15
1005,2009,11,04B
32,2009,17,16
2356,2009,4,26
391,2009,7,16
2323,2009,5,14
33,2009,6,09
65,2009,11,10
460,2009,8,04A
56,2009,19,16
19,2009,2,22
32,2009,8,01A
6969,2009,18,06
86,2009,1,16
2338,2009,16,14
1898,2009,15,06
111,2009,8,02
568,2009,9,03
60,2009,2,24
3,2009,16,19
79,2009,10,16
859,2009,15,05
3578,2009,6,08B
451,2009,18,05
6,2009,6,13
3365,2009,2,06
3871,2009,11,08B
59,2009,3,19
1288,2009,14,26
521,2009,24,08A
2061,2009,19,14
2,2009,11,13
118,2009,5,16
2807,2009,7,14
246,2009,20,07
1878,2009,17,14
91,2009,25,02
64,2009,24,17
3,2009,6,12
2354,2009,3,14
73,2009,18,24
6,2009,19,19
146,2009,15,24
365,2009,9,11
6,2009,17,19
60,2009,7,19
1095,2009,2,05
679,2009,22,08A
7,2009,1,19
54,2009,22,17
37,2009,11,09
42,2009,18,15
2298,2009,25,18
153,2009,6,10
1870,2009,10,14
192,2009,15,15
12,2009,31,18
804,2009,6,04B
769,2009,12,08A
20,2009,15,22
723,2009,1,14
419,2009,25,04A
91,2009,6,20
19,2009,25,01A
42,2009,10,19
12,2009,16,16
48,2009,18,22
81,2009,12,17
1999,2009,22,08B
1664,2009,2,14
372,2009,9,04A
24,2009,9,01A
6261,2009,19,06
5,2009,22,13
2848,2009,17,06
3265,2009,7,06
1792,2009,3,05
13,2009,24,09
10,2009,5,22
68,2009,2,19
9,2009,12,13
2390,2009,9,18
2821,2009,3,06
1836,2009,7,05
957,2009,17,05
2411,2009,12,08B
45,2009,16,24
1164,2009,19,05
289,2009,5,15
116,2009,5,24
1026,2009,11,08A
2,2009,24,13
1764,2009,24,08B
196,2009,1,05
66,2009,11,17
868,2009,4,07
16,2009,22,09
60,2009,16,15
2326,2009,10,06
542,2009,25,11
830,2009,10,05
1280,2009,8,03
93,2009,9,02
5976,2009,1,06
260,2009,18,16
33,2009,16,22
21,2009,12,09
189,2009,15,16
413,2009,7,15
107,2009,12,10
69,2009,22,20
63,2009,17,15
85,2009,1,24
2,2009,24,12
24,2009,3,22
696,2009,8,11
1507,2009,5,05
282,2009,22,04B
44,2009,19,15
2571,2009,5,06
61,2009,6,17
1087,2009,25,03
97,2009,22,10
44,2009,12,20
15,2009,7,22
47,2009,17,22
360,2009,12,04B
346,2009,2,16
298,2009,3,15
1067,2009,6,08A
47,2009,19,22
232,2009,10,24
1363,2009,18,14
200,2009,3,24
201,2009,10,15
1440,2009,15,14
18,2009,1,22
50,2009,24,20
3201,2009,16,06
227,2009,24,04B
48,2009,10,22
92,2009,24,10
10,2009,18,19
703,2009,20,26
30,2009,1,15
107,2009,19,24
204,2009,15,19
882,2009,16,05
87,2009,17,24
164,2009,7,24
6,2009,12,12
808,2009,14,07
553,2009,22,03
2773,2009,6,18
3018,2009,4,14
167,2009,25,10
1864,2009,5,26
148,2009,14,16
464,2009,6,04A
107,2009,25,20
598,2009,12,03
30,2009,4,19
35,2009,6,01A
66,2009,8,09
577,2009,25,04B
102,2009,6,02
534,2009,24,03
1675,2009,20,06
682,2009,2,07
3804,2009,8,08B
2158,2009,16,26
7,2009,8,13
373,2009,20,05
6,2009,25,12
129,2009,9,17
3,2009,14,19
2526,2009,3,26
890,2009,9,08A
452,2009,15,07
357,2009,18,07
2221,2009,14,14
1446,2009,19,26
3705,2009,25,08B
7,2009,25,13
57,2009,20,24
399,2009,24,11
5,2009,8,12
82,2009,11,02
1964,2009,7,26
1103,2009,17,26
201,2009,4,16
165,2009,8,10
409,2009,11,04A
507,2009,12,11
26,2009,20,15
55,2009,11,01A
2020,2009,1,26
110,2009,8,20
16,2009,20,22
5248,2009,11,18
1755,2009,10,26
