count,year,district,primary_type
70,2009,25,09
409,2009,22,11
646,2009,8,04B
76,2009,2,02
930,2009,6,07
1564,2009,22,26
693,2009,5,03
4724,2009,25,06
207,2009,10,11
1827,2009,25,05
1,2009,20,12
983,2009,1,11
1744,2009,12,26
290,2009,8,24
983,2009,19,11
1631,2009,2,18
61,2009,14,17
300,2009,8,15
29,2009,9,19
362,2009,17,11
306,2009,7,11
50,2009,20,10
1422,2009,24,26
541,2009,14,08A
446,2009,3,11
22,2009,2,01A
53,2009,8,22
222,2009,2,04A
83,2009,20,04B
2611,2009,9,14
13,2009,20,20
242,2009,16,03
4216,2009,15,18
256,2009,25,15
719,2009,18,18
600,2009,16,11
1124,2009,3,03
64,2009,25,22
5,2009,20,09
2,2009,18,01A
272,2009,15,04A
29,2009,15,01A
344,2009,17,03
71,2009,18,04A
1190,2009,7,03
519,2009,19,03
87,2009,15,02
393,2009,1,03
36,2009,18,02
5488,2009,8,06
193,2009,9,16
764,2009,11,07
302,2009,5,11
649,2009,10,03
2469,2009,8,05
74,2009,4,17
993,2009,20,08B
1218,2009,4,08A
1,2009,20,13
211,2009,25,24
122,2009,12,15
803,2009,3,04B
56,2009,17,10
25,2009,22,22
111,2009,4,02
75,2009,7,10
370,2009,11,16
304,2009,20,11
93,2009,24,24
1,2009,5,13
6,2009,1,12
3266,2009,5,08B
84,2009,3,20
113,2009,19,10
16,2009,16,09
41,2009,15,17
41,2009,12,22
44,2009,18,17
99,2009,7,20
206,2009,22,15
159,2009,19,04B
44,2009,17,20
930,2009,7,04B
781,2009,15,08A
2,2009,10,12
90,2009,3,10
178,2009,17,04B
869,2009,9,07
21,2009,19,20
406,2009,18,08A
2755,2009,4,18
31,2009,5,09
9,2009,1,20
2614,2009,6,14
32,2009,24,22
83,2009,10,10
4,2009,3,12
103,2009,1,04B
84,2009,22,24
136,2009,1,10
84,2009,10,20
5,2009,19,12
486,2009,4,04A
74,2009,24,15
60,2009,6,19
41,2009,4,01A
2616,2009,8,26
1812,2009,16,08B
171,2009,12,24
535,2009,10,04B
4,2009,16,13
1,2009,17,12
1,2009,31,26
652,2009,5,04B
1281,2009,22,05
3,2009,3,13
5259,2009,12,06
194,2009,11,19
3444,2009,3,08B
2,2009,1,09
57,2009,5,20
3,2009,7,13
7,2009,17,13
7,2009,16,12
1571,2009,17,08B
983,2009,12,05
4255,2009,7,08B
61,2009,14,02
1844,2009,19,08B
2481,2009,25,26
36,2009,10,09
55,2009,5,10
2430,2009,22,06
2095,2009,11,14
3,2009,19,13
15,2009,14,01A
7,2009,1,13
18,2009,3,09
1093,2009,1,08B
202,2009,14,04A
786,2009,24,05
104,2009,16,10
5,2009,19,09
2848,2009,10,08B
97,2009,16,04B
59,2009,2,17
5,2009,10,13
930,2009,14,18
2546,2009,24,06
55,2009,16,20
171,2009,20,03
47,2009,7,09
224,2009,6,16
847,2009,2,08A
26,2009,17,09
1210,2009,8,07
889,2009,11,05
469,2009,1,08A
2329,2009,12,14
22,2009,22,19
51,2009,1,17
800,2009,10,08A
180,2009,6,24
4,2009,18,12
961,2009,4,03
30,2009,12,19
5,2009,2,13
61,2009,10,17
2704,2009,11,06
2616,2009,2,08B
1799,2009,22,14
1768,2009,9,26
53,2009,3,17
23,2009,24,19
107,2009,18,10
332,2009,6,15
950,2009,3,08A
80,2009,15,10
102,2009,19,17
428,2009,14,11
208,2009,18,04B
406,2009,17,08A
514,2009,15,04B
1204,2009,7,08A
9,2009,2,09
507,2009,19,08A
65,2009,15,20
1536,2009,24,14
21,2009,6,22
69,2009,17,17
65,2009,7,17
5,2009,18,20
28,2009,11,22
389,2009,20,18
34,2009,22,16
81,2009,2,10
644,2009,14,03
28,2009,15,09
55,2009,20,04A
453,2009,2,04B
56,2009,16,17
138,2009,12,16
1,2009,20,01A
5,2009,18,09
342,2009,11,15
484,2009,16,08A
54,2009,2,20
41,2009,24,16
1532,2009,25,07
21,2009,20,02
3534,2009,6,06
60,2009,5,17
506,2009,4,11
121,2009,11,24
1007,2009,5,08A
1,2009,2,12
3141,2009,15,08B
14,2009,18,13
1955,2009,6,05
1775,2009,18,08B
275,2009,14,04B
1145,2009,18,11
667,2009,16,18
255,2009,15,11
283,2009,9,24
65,2009,14,20
29,2009,20,17
129,2009,16,04A
92,2009,5,02
374,2009,24,07
2,2009,16,01A
539,2009,25,16
90,2009,14,10
269,2009,20,08A
3616,2009,4,08B
743,2009,2,03
3,2009,4,13
38,2009,16,02
21,2009,5,01A
380,2009,5,04A
5,2009,14,12
835,2009,12,07
65,2009,9,22
4804,2009,8,14
509,2009,22,07
37,2009,4,09
2299,2009,6,26
1804,2009,5,18
311,2009,9,15
47,2009,8,19
72,2009,19,02
2,2009,14,13
2128,2009,10,18
3,2009,1,01A
2310,2009,11,26
45,2009,17,02
3072,2009,25,14
68,2009,1,04A
126,2009,7,02
127,2009,4,10
2010,2009,14,08B
676,2009,4,04B
106,2009,3,02
94,2009,4,20
360,2009,10,04A
673,2009,1,18
30,2009,10,01A
44,2009,25,19
431,2009,2,11
26,2009,3,01A
838,2009,19,18
36,2009,14,09
396,2009,3,04A
1275,2009,9,05
71,2009,10,02
666,2009,17,18
2790,2009,7,18
99,2009,19,04A
1,2009,4,12
392,2009,8,16
3,2009,19,01A
2114,2009,3,18
3442,2009,9,06
44,2009,7,01A
13,2009,17,01A
819,2009,15,03
21,2009,1,02
125,2009,17,04A
403,2009,18,03
397,2009,7,04A
51,2010,2,02
198,2010,10,11
4064,2010,25,06
705,2010,5,03
1490,2010,22,26
1187,2010,6,07
1,2010,20,12
2081,2010,25,05
374,2010,8,24
1377,2010,12,26
899,2010,1,11
68,2010,14,17
277,2010,8,15
30,2010,9,19
954,2010,19,11
1656,2010,2,18
26,2010,20,10
1171,2010,24,26
523,2010,14,08A
267,2010,7,11
321,2010,17,11
94,2010,20,04B
184,2010,2,04A
2268,2010,9,14
469,2010,3,11
21,2010,2,01A
54,2010,8,22
157,2010,16,03
17,2010,20,20
572,2010,16,11
611,2010,18,18
244,2010,25,15
4530,2010,15,18
844,2010,3,03
1047,2010,7,03
18,2010,15,01A
334,2010,17,03
82,2010,18,04A
2,2010,18,01A
223,2010,15,04A
52,2010,25,22
7,2010,20,09
535,2010,19,03
39,2010,18,02
398,2010,1,03
72,2010,15,02
103,2010,9,16
4584,2010,8,06
2481,2010,8,05
650,2010,10,03
62,2010,4,17
989,2010,11,07
338,2010,5,11
183,2010,25,24
3,2010,20,13
987,2010,20,08B
1153,2010,4,08A
266,2010,20,11
308,2010,11,16
17,2010,22,22
108,2010,4,02
56,2010,7,10
100,2010,12,15
751,2010,3,04B
47,2010,17,10
11,2010,1,12
3078,2010,5,08B
80,2010,19,10
75,2010,3,20
5,2010,5,13
109,2010,24,24
160,2010,22,15
53,2010,17,20
186,2010,19,04B
55,2010,18,17
57,2010,12,22
94,2010,7,20
33,2010,15,17
21,2010,16,09
423,2010,18,08A
713,2010,15,08A
19,2010,19,20
62,2010,3,10
189,2010,17,04B
1370,2010,9,07
880,2010,7,04B
12,2010,1,20
1999,2010,6,14
27,2010,24,22
40,2010,10,10
29,2010,5,09
2,2010,3,12
1885,2010,4,18
120,2010,22,24
100,2010,1,04B
53,2010,6,19
32,2010,4,01A
78,2010,24,15
456,2010,4,04A
136,2010,1,10
72,2010,10,20
8,2010,19,12
7,2010,16,13
569,2010,10,04B
3,2010,17,12
1685,2010,16,08B
230,2010,12,24
2317,2010,8,26
1102,2010,22,05
559,2010,5,04B
3411,2010,3,08B
60,2010,5,20
2,2010,1,09
155,2010,11,19
5277,2010,12,06
4,2010,3,13
4211,2010,7,08B
58,2010,14,02
1538,2010,17,08B
899,2010,12,05
12,2010,17,13
5,2010,16,12
6,2010,7,13
7,2010,19,13
1811,2010,11,14
2432,2010,22,06
1658,2010,19,08B
67,2010,5,10
2082,2010,25,26
27,2010,10,09
176,2010,14,04A
786,2010,24,05
21,2010,3,09
1,2010,5,12
1074,2010,1,08B
5,2010,1,13
3,2010,14,01A
64,2010,16,10
874,2010,14,18
4,2010,10,13
101,2010,16,04B
58,2010,2,17
12,2010,19,09
2879,2010,10,08B
21,2010,17,09
40,2010,7,09
886,2010,2,08A
109,2010,6,16
189,2010,20,03
2576,2010,24,06
41,2010,16,20
478,2010,1,08A
936,2010,11,05
1625,2010,8,07
29,2010,22,19
35,2010,1,17
2033,2010,12,14
221,2010,6,24
2,2010,18,12
819,2010,10,08A
1463,2010,22,14
2722,2010,11,06
2629,2010,2,08B
816,2010,4,03
21,2010,12,19
66,2010,10,17
2,2010,2,13
56,2010,3,17
1607,2010,9,26
956,2010,3,08A
262,2010,6,15
53,2010,15,10
11,2010,24,19
89,2010,18,10
1102,2010,7,08A
18,2010,2,09
376,2010,17,08A
471,2010,15,04B
430,2010,14,11
195,2010,18,04B
74,2010,19,17
66,2010,7,17
10,2010,18,20
54,2010,17,17
1464,2010,24,14
13,2010,6,22
483,2010,19,08A
53,2010,15,20
5,2010,22,16
25,2010,11,22
489,2010,20,18
574,2010,14,03
64,2010,2,10
3,2010,18,09
292,2010,11,15
2,2010,20,01A
410,2010,2,04B
58,2010,20,04A
67,2010,16,17
79,2010,12,16
12,2010,15,09
62,2010,2,20
468,2010,16,08A
467,2010,4,11
3263,2010,6,06
50,2010,5,17
1633,2010,25,07
27,2010,20,02
37,2010,24,16
932,2010,5,08A
139,2010,11,24
3,2010,2,12
5,2010,15,13
1600,2010,18,08B
2614,2010,15,08B
11,2010,18,13
1840,2010,6,05
282,2010,15,11
266,2010,9,24
592,2010,16,18
282,2010,14,04B
1031,2010,18,11
1,2010,23,06
55,2010,14,20
358,2010,25,16
5,2010,16,01A
82,2010,5,02
460,2010,24,07
28,2010,20,17
121,2010,16,04A
610,2010,2,03
4,2010,4,13
67,2010,14,10
266,2010,20,08A
3520,2010,4,08B
1061,2010,12,07
3,2010,14,12
346,2010,5,04A
29,2010,5,01A
36,2010,16,02
3603,2010,8,14
58,2010,9,22
1673,2010,5,18
2005,2010,6,26
567,2010,22,07
26,2010,4,09
255,2010,9,15
53,2010,8,19
61,2010,19,02
97,2010,7,02
87,2010,4,10
1907,2010,14,08B
2484,2010,25,14
69,2010,1,04A
63,2010,17,02
1,2010,1,01A
2013,2010,11,26
2280,2010,10,18
7,2010,14,13
94,2010,3,02
706,2010,4,04B
33,2010,25,19
30,2010,10,01A
497,2010,1,18
273,2010,10,04A
100,2010,4,20
355,2010,3,04A
23,2010,14,09
341,2010,2,11
28,2010,3,01A
882,2010,19,18
3025,2010,7,18
753,2010,17,18
73,2010,10,02
1302,2010,9,05
5,2010,19,01A
2289,2010,3,18
3111,2010,9,06
326,2010,8,16
2,2010,4,12
114,2010,19,04A
390,2010,7,04A
122,2010,17,04A
444,2010,18,03
20,2010,1,02
6,2010,17,01A
805,2010,15,03
40,2010,7,01A
33,2010,9,09
51,2010,12,02
144,2010,24,04A
233,2010,4,15
1304,2010,14,05
7,2010,24,01A
612,2010,16,07
1764,2010,2,26
4380,2010,14,06
962,2010,24,18
18,2010,4,22
54,2010,22,02
1,2010,31,17
1314,2010,12,18
23,2010,22,01A
7,2010,9,13
2833,2010,9,08B
159,2010,22,04A
213,2010,4,24
934,2010,25,08A
190,2010,12,04A
12,2010,20,16
574,2010,11,11
832,2010,5,07
45,2010,24,02
80,2010,25,17
1064,2010,6,03
1270,2010,22,18
15,2010,12,01A
3295,2010,4,06
535,2010,6,11
969,2010,10,07
2,2010,9,12
989,2010,11,03
67,2010,14,22
271,2010,1,07
1133,2010,8,08A
81,2010,14,15
110,2010,8,17
2175,2010,4,05
999,2010,7,07
730,2010,20,14
834,2010,17,07
574,2010,9,04B
87,2010,14,24
110,2010,9,20
639,2010,19,07
1294,2010,18,26
6,2010,20,19
1851,2010,15,26
878,2010,3,07
69,2010,9,10
68,2010,11,20
36,2010,5,19
743,2010,11,04B
45,2010,3,16
146,2010,2,15
2693,2010,8,18
51,2010,11,10
166,2010,7,16
22,2010,6,09
1816,2010,5,14
22,2010,17,16
1963,2010,4,26
17,2010,2,22
36,2010,8,01A
37,2010,19,16
386,2010,8,04A
1687,2010,15,06
1839,2010,16,14
6879,2010,18,06
47,2010,1,16
579,2010,9,03
3,2010,11,12
103,2010,8,02
102,2010,10,16
2,2010,16,19
63,2010,2,24
481,2010,18,05
4,2010,6,13
780,2010,15,05
3549,2010,6,08B
4,2010,11,13
1843,2010,19,14
1121,2010,14,26
543,2010,24,08A
52,2010,3,19
3301,2010,2,06
3840,2010,11,08B
62,2010,24,17
266,2010,20,07
94,2010,25,02
1523,2010,17,14
111,2010,5,16
2473,2010,7,14
189,2010,15,24
382,2010,9,11
5,2010,19,19
6,2010,6,12
2159,2010,3,14
91,2010,18,24
942,2010,2,05
77,2010,7,19
2,2010,17,19
643,2010,22,08A
98,2010,6,10
1747,2010,10,14
202,2010,15,15
2537,2010,25,18
27,2010,11,09
43,2010,18,15
5,2010,1,19
29,2010,22,17
668,2010,6,04B
737,2010,12,08A
2,2010,31,18
18,2010,16,16
60,2010,10,19
55,2010,18,22
54,2010,12,17
16,2010,25,01A
352,2010,25,04A
640,2010,1,14
73,2010,6,20
23,2010,15,22
3,2010,22,13
29,2010,9,01A
5973,2010,19,06
1643,2010,2,14
291,2010,9,04A
1903,2010,22,08B
8,2010,5,22
19,2010,24,09
1564,2010,3,05
3158,2010,7,06
2727,2010,17,06
989,2010,17,05
2313,2010,12,08B
59,2010,16,24
1983,2010,7,05
2258,2010,9,18
2695,2010,3,06
56,2010,2,19
12,2010,12,13
1129,2010,19,05
269,2010,5,15
217,2010,1,05
1601,2010,24,08B
6,2010,24,13
1013,2010,11,08A
173,2010,5,24
479,2010,25,11
2267,2010,10,06
57,2010,16,15
995,2010,4,07
15,2010,22,09
41,2010,11,17
95,2010,9,02
1127,2010,8,03
889,2010,10,05
74,2010,15,16
25,2010,12,09
6002,2010,1,06
158,2010,18,16
31,2010,16,22
89,2010,12,10
84,2010,22,20
60,2010,17,15
375,2010,7,15
272,2010,22,04B
1277,2010,5,05
47,2010,19,15
2,2010,24,12
13,2010,3,22
631,2010,8,11
1,2010,31,03
68,2010,1,24
47,2010,17,22
39,2010,12,20
74,2010,22,10
9,2010,7,22
954,2010,25,03
2240,2010,5,06
69,2010,6,17
336,2010,10,24
1,2010,12,26
48,2010,19,22
305,2010,12,04B
1062,2010,6,08A
165,2010,2,16
277,2010,3,15
24,2010,1,22
42,2010,24,20
2648,2010,16,06
189,2010,10,15
1275,2010,15,14
228,2010,3,24
1172,2010,18,14
216,2010,24,04B
3,2010,22,12
202,2010,15,19
139,2010,19,24
27,2010,1,15
49,2010,10,22
67,2010,24,10
12,2010,18,19
616,2010,20,26
1049,2010,14,07
3,2010,12,12
249,2010,7,24
858,2010,16,05
101,2010,17,24
1553,2010,5,26
125,2010,25,10
2738,2010,4,14
414,2010,22,03
2732,2010,6,18
98,2010,14,16
537,2010,12,03
28,2010,4,19
40,2010,6,01A
413,2010,6,04A
118,2010,25,20
541,2010,25,04B
49,2010,8,09
1466,2010,20,06
500,2010,24,03
101,2010,6,02
860,2010,2,07
12,2010,8,13
1898,2010,16,26
3624,2010,8,08B
9,2010,25,12
407,2010,20,05
2346,2010,3,26
73,2010,9,17
5,2010,14,19
401,2010,18,07
804,2010,9,08A
531,2010,15,07
90,2010,20,24
7,2010,25,13
1227,2010,19,26
3515,2010,25,08B
1930,2010,14,14
1072,2010,17,26
109,2010,4,16
1826,2010,7,26
311,2010,24,11
3,2010,8,12
101,2010,11,02
117,2010,8,10
50,2010,11,01A
1512,2010,1,26
30,2010,20,15
430,2010,12,11
373,2010,11,04A
149,2010,8,20
620,2010,8,04B
421,2010,22,11
24,2010,20,22
1509,2010,10,26
60,2010,25,09
5302,2010,11,18
119,2011,8,17
74,2011,14,15
2097,2011,4,05
1041,2011,8,08A
292,2011,1,07
54,2011,14,22
1070,2011,10,07
1,2011,9,12
1006,2011,11,03
3776,2011,4,06
580,2011,6,11
59,2011,9,10
887,2011,3,07
1567,2011,15,26
1151,2011,18,26
2,2011,20,19
104,2011,9,20
755,2011,19,07
80,2011,14,24
1,2011,25,01B
845,2011,7,07
620,2011,20,14
508,2011,9,04B
836,2011,17,07
29,2011,4,22
49,2011,22,02
723,2011,24,18
3807,2011,14,06
1544,2011,2,26
4,2011,24,01A
546,2011,16,07
68,2011,12,02
106,2011,24,04A
338,2011,4,15
1274,2011,14,05
54,2011,9,09
80,2011,25,17
1012,2011,6,03
993,2011,22,18
15,2011,12,01A
195,2011,12,04A
5,2011,20,16
394,2011,11,11
49,2011,24,02
989,2011,5,07
849,2011,25,08A
201,2011,4,24
2764,2011,9,08B
166,2011,22,04A
1152,2011,12,18
16,2011,22,01A
7,2011,9,13
98,2011,7,19
4,2011,17,19
936,2011,2,05
6,2011,6,12
1819,2011,3,14
100,2011,18,24
508,2011,9,11
195,2011,15,24
1,2011,19,19
290,2011,20,07
107,2011,25,02
1451,2011,17,14
103,2011,5,16
2276,2011,7,14
55,2011,24,17
39,2011,3,19
3221,2011,2,06
3555,2011,11,08B
5,2011,11,13
1504,2011,19,14
413,2011,24,08A
942,2011,14,26
73,2011,6,20
335,2011,25,04A
587,2011,1,14
9,2011,15,22
4,2011,16,16
61,2011,10,19
74,2011,12,17
54,2011,18,22
17,2011,25,01A
31,2011,31,18
606,2011,6,04B
690,2011,12,08A
2406,2011,25,18
32,2011,18,15
40,2011,11,09
4,2011,1,19
39,2011,22,17
121,2011,6,10
1535,2011,10,14
186,2011,15,15
542,2011,22,08A
363,2011,8,04A
7,2011,2,22
28,2011,8,01A
39,2011,19,16
236,2011,7,16
30,2011,6,09
1676,2011,5,14
13,2011,17,16
1871,2011,4,26
49,2011,11,10
159,2011,2,15
23,2011,3,16
2509,2011,8,18
737,2011,11,04B
63,2011,11,20
18,2011,5,19
864,2011,15,05
3233,2011,6,08B
469,2011,18,05
5,2011,6,13
88,2011,2,24
78,2011,10,16
1,2011,16,19
638,2011,9,03
1,2011,11,12
108,2011,8,02
6645,2011,18,06
46,2011,1,16
1809,2011,15,06
1628,2011,16,14
39,2011,19,22
297,2011,12,04B
1001,2011,6,08A
277,2011,3,15
126,2011,2,16
323,2011,10,24
862,2011,25,03
56,2011,6,17
2277,2011,5,06
35,2011,17,22
42,2011,12,20
62,2011,22,10
12,2011,7,22
71,2011,1,24
233,2011,22,04B
1342,2011,5,05
52,2011,19,15
2,2011,24,12
6,2011,3,22
636,2011,8,11
93,2011,12,10
50,2011,22,20
62,2011,17,15
436,2011,7,15
231,2011,7,24
1041,2011,16,05
99,2011,17,24
1079,2011,14,07
5,2011,12,12
22,2011,1,15
40,2011,10,22
52,2011,24,10
6,2011,18,19
623,2011,20,26
126,2011,15,19
138,2011,19,24
205,2011,24,04B
4,2011,22,12
985,2011,18,14
173,2011,3,24
36,2011,24,20
16,2011,1,22
2632,2011,16,06
183,2011,10,15
1251,2011,15,14
1175,2011,19,05
311,2011,5,15
2038,2011,9,18
2817,2011,3,06
42,2011,2,19
13,2011,12,13
1050,2011,17,05
2107,2011,12,08B
48,2011,16,24
1751,2011,7,05
3180,2011,7,06
2372,2011,17,06
11,2011,5,22
14,2011,24,09
1772,2011,3,05
1662,2011,2,14
301,2011,9,04A
1748,2011,22,08B
31,2011,9,01A
5603,2011,19,06
5648,2011,1,06
127,2011,18,16
28,2011,16,22
40,2011,15,16
15,2011,12,09
88,2011,9,02
966,2011,8,03
819,2011,10,05
1123,2011,4,07
14,2011,22,09
43,2011,11,17
422,2011,25,11
2304,2011,10,06
32,2011,16,15
1,2011,24,13
965,2011,11,08A
164,2011,5,24
207,2011,1,05
1569,2011,24,08B
360,2011,24,11
2,2011,8,12
92,2011,11,02
914,2011,17,26
63,2011,4,16
1865,2011,7,26
1184,2011,19,26
3025,2011,25,08B
1593,2011,14,14
52,2011,20,24
5,2011,25,13
795,2011,9,08A
469,2011,15,07
403,2011,18,07
6,2011,14,19
78,2011,9,17
1992,2011,3,26
15,2011,20,22
38,2011,25,09
1307,2011,10,26
4834,2011,11,18
511,2011,8,04B
391,2011,22,11
104,2011,8,20
464,2011,12,11
389,2011,11,04A
1366,2011,1,26
44,2011,11,01A
29,2011,20,15
120,2011,8,10
48,2011,8,09
493,2011,25,04B
99,2011,25,20
348,2011,6,04A
571,2011,12,03
28,2011,4,19
36,2011,6,01A
52,2011,14,16
472,2011,22,03
2548,2011,6,18
1428,2011,5,26
129,2011,25,10
2427,2011,4,14
6,2011,25,12
411,2011,20,05
1877,2011,16,26
3371,2011,8,08B
2,2011,8,13
820,2011,2,07
115,2011,6,02
1502,2011,20,06
425,2011,24,03
516,2011,19,03
3,2011,18,01A
221,2011,15,04A
42,2011,25,22
6,2011,20,09
981,2011,7,03
19,2011,15,01A
65,2011,18,04A
348,2011,17,03
937,2011,3,03
3918,2011,15,18
506,2011,16,11
471,2011,18,18
253,2011,25,15
847,2011,20,08B
1162,2011,4,08A
217,2011,25,24
1,2011,20,13
2568,2011,8,05
677,2011,10,03
55,2011,4,17
1022,2011,11,07
309,2011,5,11
183,2011,9,16
4763,2011,8,06
76,2011,15,02
40,2011,18,02
361,2011,1,03
948,2011,1,11
380,2011,8,24
1306,2011,12,26
2024,2011,25,05
1109,2011,22,26
1258,2011,6,07
213,2011,10,11
3666,2011,25,06
652,2011,5,03
78,2011,2,02
174,2011,16,03
15,2011,20,20
368,2011,3,11
20,2011,2,01A
46,2011,8,22
229,2011,2,04A
102,2011,20,04B
2399,2011,9,14
351,2011,7,11
294,2011,17,11
26,2011,20,10
554,2011,14,08A
1099,2011,24,26
263,2011,8,15
47,2011,9,19
41,2011,14,17
1494,2011,2,18
913,2011,19,11
1608,2011,19,08B
65,2011,5,10
34,2011,10,09
1904,2011,25,26
4,2011,19,13
1749,2011,11,14
2371,2011,22,06
6,2011,17,13
2,2011,16,12
7,2011,7,13
3891,2011,7,08B
47,2011,14,02
1420,2011,17,08B
1069,2011,12,05
4986,2011,12,06
1,2011,3,13
3108,2011,3,08B
66,2011,5,20
5,2011,1,09
108,2011,11,19
1123,2011,22,05
538,2011,5,04B
169,2011,20,03
2463,2011,24,06
31,2011,16,20
16,2011,17,09
38,2011,7,09
824,2011,2,08A
159,2011,6,16
7,2011,19,09
2709,2011,10,08B
670,2011,14,18
2,2011,10,13
40,2011,2,17
109,2011,16,04B
54,2011,16,10
2,2011,1,13
6,2011,14,01A
127,2011,14,04A
725,2011,24,05
16,2011,3,09
996,2011,1,08B
1,2011,5,12
2,2011,10,12
657,2011,15,08A
12,2011,19,20
172,2011,17,04B
1463,2011,9,07
76,2011,3,10
732,2011,7,04B
379,2011,18,08A
43,2011,15,17
14,2011,16,09
159,2011,22,15
36,2011,17,20
197,2011,19,04B
59,2011,18,17
53,2011,12,22
86,2011,7,20
4,2011,5,13
98,2011,24,24
2791,2011,5,08B
12,2011,1,12
82,2011,19,10
69,2011,3,20
9,2011,22,22
105,2011,4,02
44,2011,7,10
105,2011,12,15
34,2011,17,10
617,2011,3,04B
222,2011,20,11
408,2011,11,16
1473,2011,16,08B
211,2011,12,24
2186,2011,8,26
1,2011,7,12
3,2011,16,13
469,2011,10,04B
3,2011,17,12
81,2011,24,15
434,2011,4,04A
59,2011,10,20
135,2011,1,10
4,2011,19,12
34,2011,6,19
19,2011,4,01A
88,2011,1,04B
1,2011,12,11
100,2011,22,24
1874,2011,4,18
30,2011,24,22
1833,2011,6,14
50,2011,10,10
9,2011,1,20
25,2011,5,09
1,2011,3,12
484,2011,16,08A
48,2011,2,20
58,2011,16,17
366,2011,2,04B
70,2011,20,04A
63,2011,12,16
19,2011,15,09
255,2011,11,15
5,2011,18,09
5,2011,20,01A
59,2011,2,10
476,2011,14,03
35,2011,11,22
458,2011,20,18
1,2011,22,16
2516,2011,15,08B
11,2011,18,13
1664,2011,6,05
3,2011,15,13
1370,2011,18,08B
913,2011,5,08A
178,2011,11,24
1564,2011,25,07
36,2011,20,02
7,2011,24,16
497,2011,4,11
3477,2011,6,06
29,2011,5,17
870,2011,4,03
22,2011,12,19
64,2011,10,17
5,2011,2,13
1410,2011,22,14
2858,2011,11,06
2494,2011,2,08B
651,2011,10,08A
193,2011,6,24
6,2011,18,12
1961,2011,12,14
22,2011,22,19
54,2011,1,17
894,2011,11,05
1494,2011,8,07
466,2011,1,08A
1230,2011,24,14
19,2011,6,22
500,2011,19,08A
61,2011,15,20
62,2011,7,17
15,2011,18,20
55,2011,17,17
372,2011,14,11
182,2011,18,04B
69,2011,19,17
1074,2011,7,08A
10,2011,2,09
376,2011,17,08A
405,2011,15,04B
10,2011,24,19
86,2011,18,10
869,2011,3,08A
314,2011,6,15
43,2011,15,10
1483,2011,9,26
66,2011,3,17
273,2011,10,04A
87,2011,4,20
28,2011,25,19
30,2011,10,01A
406,2011,1,18
87,2011,3,02
610,2011,4,04B
1841,2011,11,26
1,2011,1,01A
1915,2011,10,18
2,2011,14,13
122,2011,7,02
85,2011,4,10
1841,2011,14,08B
2333,2011,25,14
60,2011,1,04A
50,2011,17,02
71,2011,19,02
8,2011,17,01A
727,2011,15,03
60,2011,7,01A
438,2011,7,04A
447,2011,18,03
126,2011,17,04A
26,2011,1,02
5,2011,4,12
108,2011,19,04A
2012,2011,3,18
8,2011,19,01A
2965,2011,9,06
274,2011,8,16
81,2011,10,02
1344,2011,9,05
2478,2011,7,18
666,2011,17,18
883,2011,19,18
344,2011,2,11
36,2011,3,01A
332,2011,3,04A
21,2011,14,09
50,2011,14,10
222,2011,20,08A
3619,2011,4,08B
695,2011,2,03
1,2011,4,13
117,2011,16,04A
30,2011,20,17
