count,year,district,primary_type
1192,2014,9,26
51,2014,3,17
868,2014,24,14
8,2014,6,22
51,2014,15,20
389,2014,19,08A
14,2014,18,20
44,2014,7,17
45,2014,17,17
132,2014,18,04B
438,2014,14,11
75,2014,19,17
5,2014,2,09
875,2014,7,08A
322,2014,15,04B
276,2014,17,08A
1405,2014,12,14
47,2014,1,17
6,2014,22,19
547,2014,11,05
841,2014,8,07
442,2014,1,08A
59,2014,10,17
2,2014,2,13
604,2014,4,03
4,2014,12,19
930,2014,22,14
1921,2014,2,08B
2101,2014,11,06
611,2014,10,08A
2,2014,15,12
6,2014,18,12
222,2014,6,24
1493,2014,25,18
38,2014,18,15
27,2014,11,09
55,2014,22,17
1,2014,1,19
159,2014,15,15
1307,2014,10,14
103,2014,6,10
462,2014,22,08A
73,2014,6,20
562,2014,1,14
301,2014,25,04A
8,2014,15,22
100,2014,12,17
47,2014,18,22
22,2014,16,16
32,2014,10,19
23,2014,25,01A
578,2014,12,08A
468,2014,6,04B
89,2014,25,02
1013,2014,17,14
155,2014,20,07
1469,2014,7,14
102,2014,5,16
35,2014,24,17
27,2014,3,19
3036,2014,11,08B
2513,2014,2,06
3,2014,11,13
1289,2014,19,14
381,2014,24,08A
696,2014,14,26
40,2014,7,19
4,2014,17,19
604,2014,2,05
1398,2014,3,14
81,2014,18,24
1,2014,6,12
488,2014,9,11
265,2014,15,24
1,2014,19,19
472,2014,9,03
107,2014,8,02
5354,2014,18,06
23,2014,1,16
1456,2014,15,06
1,2014,12,01B
1154,2014,16,14
3031,2014,6,08B
373,2014,15,05
2,2014,6,13
273,2014,18,05
116,2014,2,24
11,2014,10,16
117,2014,2,15
38,2014,3,16
1361,2014,8,18
583,2014,11,04B
72,2014,11,20
18,2014,5,19
245,2014,8,04A
32,2014,8,01A
2,2014,2,22
10,2014,19,16
21,2014,6,09
1481,2014,5,14
92,2014,7,16
1809,2014,4,26
27,2014,17,16
55,2014,11,10
76,2014,9,20
370,2014,19,07
52,2014,14,24
452,2014,7,07
407,2014,17,07
394,2014,9,04B
455,2014,20,14
112,2014,9,10
388,2014,3,07
1386,2014,15,26
2,2014,20,19
930,2014,18,26
33,2014,14,22
5,2014,9,12
468,2014,10,07
760,2014,11,03
2908,2014,4,06
817,2014,6,11
1038,2014,4,05
90,2014,8,17
43,2014,14,15
783,2014,8,08A
210,2014,1,07
2179,2014,9,08B
144,2014,22,04A
565,2014,12,18
16,2014,22,01A
4,2014,9,13
70,2014,25,17
689,2014,22,18
9,2014,12,01A
779,2014,6,03
3,2014,20,16
166,2014,12,04A
50,2014,24,02
359,2014,5,07
593,2014,11,11
703,2014,25,08A
287,2014,4,24
10,2014,24,01A
394,2014,16,07
57,2014,12,02
745,2014,14,05
110,2014,24,04A
286,2014,4,15
38,2014,9,09
40,2014,22,02
21,2014,4,22
441,2014,24,18
3150,2014,14,06
1174,2014,2,26
638,2014,12,11
321,2014,11,04A
1208,2014,1,26
53,2014,11,01A
25,2014,20,15
100,2014,8,10
32,2014,25,09
1081,2014,10,26
6331,2014,11,18
8,2014,20,22
334,2014,8,04B
510,2014,22,11
94,2014,8,20
1,2014,13,26
445,2014,15,07
648,2014,9,08A
222,2014,18,07
69,2014,9,17
1806,2014,3,26
105,2014,11,02
2,2014,8,12
424,2014,24,11
44,2014,4,16
622,2014,17,26
1399,2014,7,26
2553,2014,25,08B
1031,2014,19,26
1069,2014,14,14
34,2014,20,24
6,2014,25,13
483,2014,2,07
77,2014,6,02
1172,2014,20,06
239,2014,24,03
2,2014,25,12
214,2014,20,05
1772,2014,16,26
2432,2014,8,08B
8,2014,8,13
10,2014,14,16
1416,2014,6,18
303,2014,22,03
1206,2014,5,26
88,2014,25,10
1836,2014,4,14
1,2014,9,01B
41,2014,8,09
351,2014,25,04B
120,2014,25,20
312,2014,6,04A
32,2014,6,01A
404,2014,12,03
25,2014,4,19
120,2014,24,04B
766,2014,18,14
242,2014,3,24
2147,2014,16,06
28,2014,24,20
12,2014,1,22
1009,2014,15,14
177,2014,10,15
313,2014,7,24
70,2014,17,24
623,2014,16,05
412,2014,14,07
5,2014,12,12
28,2014,1,15
463,2014,20,26
49,2014,24,10
38,2014,10,22
74,2014,15,19
91,2014,19,24
81,2014,1,24
34,2014,19,15
185,2014,22,04B
752,2014,5,05
918,2014,8,11
8,2014,3,22
45,2014,17,15
56,2014,22,20
89,2014,12,10
378,2014,7,15
46,2014,19,22
845,2014,6,08A
205,2014,3,15
16,2014,2,16
289,2014,12,04B
272,2014,10,24
534,2014,25,03
2092,2014,5,06
45,2014,6,17
23,2014,17,22
5,2014,7,22
41,2014,12,20
54,2014,22,10
6,2014,22,09
562,2014,4,07
53,2014,11,17
1944,2014,10,06
687,2014,25,11
48,2014,16,15
1,2014,24,13
214,2014,5,24
818,2014,11,08A
168,2014,1,05
1327,2014,24,08B
15,2014,16,22
5373,2014,1,06
82,2014,18,16
119,2014,15,16
15,2014,12,09
61,2014,9,02
588,2014,8,03
608,2014,10,05
2305,2014,7,06
2000,2014,17,06
10,2014,5,22
2,2014,24,09
898,2014,3,05
216,2014,9,04A
1114,2014,2,14
1289,2014,22,08B
5,2014,22,13
4366,2014,19,06
25,2014,9,01A
304,2014,5,15
724,2014,19,05
2171,2014,3,06
1208,2014,9,18
4,2014,12,13
6,2014,2,19
1697,2014,12,08B
56,2014,16,24
508,2014,17,05
833,2014,7,05
1456,2015,19,08B
1668,2015,25,26
32,2015,10,09
53,2015,5,10
1726,2015,22,06
1533,2015,11,14
3,2015,19,13
4,2015,7,13
1,2015,17,13
2,2015,16,12
1184,2015,17,08B
646,2015,12,05
2844,2015,7,08B
46,2015,14,02
2,2015,3,13
3629,2015,12,06
54,2015,11,19
2480,2015,3,08B
7,2015,1,09
70,2015,5,20
386,2015,5,04B
479,2015,22,05
1663,2015,24,06
37,2015,16,20
113,2015,20,03
32,2015,7,09
50,2015,6,16
592,2015,2,08A
22,2015,17,09
19,2015,19,09
2246,2015,10,08B
106,2015,16,04B
58,2015,2,17
5,2015,10,13
290,2015,14,18
42,2015,16,10
12,2015,14,01A
2,2015,1,13
17,2015,3,09
1,2015,5,12
1183,2015,1,08B
103,2015,14,04A
423,2015,24,05
708,2015,7,04B
556,2015,15,08A
2,2015,10,12
56,2015,3,10
586,2015,9,07
128,2015,17,04B
28,2015,19,20
326,2015,18,08A
8,2015,16,09
29,2015,15,17
44,2015,18,17
19,2015,12,22
80,2015,7,20
105,2015,22,15
144,2015,19,04B
48,2015,17,20
67,2015,24,24
3,2015,5,13
6,2015,1,12
2149,2015,5,08B
76,2015,3,20
93,2015,19,10
89,2015,12,15
539,2015,3,04B
41,2015,17,10
4,2015,22,22
87,2015,4,02
50,2015,7,10
536,2015,11,16
320,2015,20,11
1791,2015,8,26
1300,2015,16,08B
99,2015,12,24
467,2015,10,04B
3,2015,16,13
2,2015,17,12
1,2015,7,12
162,2015,1,10
67,2015,10,20
4,2015,19,12
387,2015,4,04A
68,2015,24,15
17,2015,6,19
30,2015,4,01A
130,2015,1,04B
82,2015,22,24
1210,2015,4,18
25,2015,5,09
14,2015,1,20
43,2015,10,10
1667,2015,6,14
9,2015,24,22
1,2015,3,12
371,2015,19,03
16,2015,25,22
2,2015,20,09
1,2015,18,01A
217,2015,15,04A
32,2015,15,01A
213,2015,17,03
55,2015,18,04A
589,2015,7,03
570,2015,3,03
2443,2015,15,18
165,2015,25,15
281,2015,18,18
722,2015,16,11
911,2015,4,08A
677,2015,20,08B
1,2015,20,13
244,2015,25,24
590,2015,11,07
407,2015,5,11
542,2015,10,03
1161,2015,8,05
59,2015,4,17
3377,2015,8,06
98,2015,9,16
77,2015,15,02
319,2015,1,03
69,2015,18,02
1254,2015,1,11
977,2015,12,26
254,2015,8,24
732,2015,25,05
1,2015,31,06
546,2015,6,07
990,2015,22,26
367,2015,5,03
2735,2015,25,06
375,2015,10,11
56,2015,2,02
12,2015,20,20
159,2015,16,03
11,2015,8,22
516,2015,3,11
23,2015,2,01A
52,2015,20,04B
161,2015,2,04A
1549,2015,9,14
391,2015,17,11
511,2015,7,11
31,2015,20,10
737,2015,24,26
307,2015,14,08A
964,2015,19,11
483,2015,2,18
48,2015,14,17
198,2015,8,15
10,2015,9,19
108,2015,4,20
244,2015,10,04A
207,2015,1,18
30,2015,10,01A
8,2015,25,19
449,2015,4,04B
75,2015,3,02
1,2015,14,13
1,2015,20,01B
1481,2015,10,18
4,2015,1,01A
1702,2015,11,26
53,2015,17,02
1632,2015,25,14
78,2015,1,04A
81,2015,7,02
71,2015,4,10
1136,2015,14,08B
88,2015,19,02
38,2015,7,01A
13,2015,17,01A
521,2015,15,03
30,2015,1,02
139,2015,17,04A
281,2015,18,03
296,2015,7,04A
100,2015,19,04A
1,2015,4,12
60,2015,8,16
9,2015,19,01A
718,2015,3,18
2352,2015,9,06
683,2015,9,05
74,2015,10,02
297,2015,17,18
2109,2015,7,18
623,2015,2,11
25,2015,3,01A
387,2015,19,18
15,2015,14,09
290,2015,3,04A
39,2015,14,10
2903,2015,4,08B
217,2015,20,08A
519,2015,2,03
18,2015,20,17
87,2015,16,04A
55,2015,5,02
244,2015,24,07
4,2015,16,01A
126,2015,25,16
28,2015,14,20
150,2015,14,04B
1273,2015,18,11
522,2015,16,18
420,2015,15,11
157,2015,9,24
203,2015,9,15
16,2015,8,19
333,2015,22,07
33,2015,4,09
1554,2015,6,26
776,2015,5,18
19,2015,9,22
2269,2015,8,14
41,2015,16,02
30,2015,5,01A
265,2015,5,04A
4,2015,14,12
670,2015,12,07
450,2015,16,08A
41,2015,2,20
29,2015,15,09
317,2015,2,04B
54,2015,20,04A
57,2015,16,17
25,2015,12,16
1,2015,1,01B
6,2015,20,01A
8,2015,18,09
278,2015,11,15
76,2015,2,10
299,2015,14,03
12,2015,11,22
195,2015,20,18
1,2015,22,16
1,2015,18,13
2217,2015,15,08B
1024,2015,6,05
1131,2015,18,08B
3,2015,15,13
737,2015,5,08A
380,2015,11,24
11,2015,24,16
775,2015,25,07
24,2015,20,02
2843,2015,6,06
32,2015,5,17
643,2015,4,11
1,2015,7,01B
562,2015,4,03
1,2015,12,19
1,2015,2,13
66,2015,10,17
1853,2015,11,06
1848,2015,2,08B
1065,2015,22,14
549,2015,10,08A
231,2015,6,24
5,2015,18,12
1494,2015,12,14
1,2015,16,01B
9,2015,22,19
53,2015,1,17
849,2015,8,07
469,2015,11,05
459,2015,1,08A
396,2015,19,08A
62,2015,15,20
901,2015,24,14
8,2015,6,22
44,2015,17,17
63,2015,7,17
17,2015,18,20
52,2015,19,17
448,2015,14,11
118,2015,18,04B
294,2015,17,08A
374,2015,15,04B
840,2015,7,08A
11,2015,2,09
6,2015,24,19
110,2015,18,10
312,2015,6,15
729,2015,3,08A
43,2015,15,10
1128,2015,9,26
50,2015,3,17
3,2015,17,19
78,2015,7,19
475,2015,2,05
1,2015,6,12
1567,2015,3,14
62,2015,18,24
1,2015,19,19
213,2015,15,24
461,2015,9,11
60,2015,5,16
1585,2015,7,14
190,2015,20,07
1052,2015,17,14
91,2015,25,02
49,2015,24,17
2439,2015,2,06
2975,2015,11,08B
11,2015,3,19
644,2015,14,26
339,2015,24,08A
1169,2015,19,14
4,2015,11,13
2,2015,15,22
732,2015,1,14
314,2015,25,04A
74,2015,6,20
33,2015,25,01A
32,2015,10,19
7,2015,16,16
75,2015,12,17
44,2015,18,22
502,2015,6,04B
555,2015,12,08A
25,2015,22,17
18,2015,11,09
34,2015,18,15
1328,2015,25,18
1339,2015,10,14
89,2015,6,10
202,2015,15,15
492,2015,22,08A
287,2015,8,04A
3,2015,19,16
31,2015,8,01A
6,2015,2,22
8,2015,17,16
1824,2015,4,26
175,2015,7,16
1425,2015,5,14
32,2015,6,09
53,2015,11,10
1190,2015,8,18
12,2015,3,16
117,2015,2,15
650,2015,11,04B
7,2015,5,19
70,2015,11,20
301,2015,15,05
2862,2015,6,08B
299,2015,18,05
3,2015,6,13
71,2015,2,24
5,2015,16,19
2,2015,10,16
117,2015,8,02
3,2015,11,12
534,2015,9,03
5287,2015,18,06
25,2015,1,16
1201,2015,16,14
1218,2015,15,06
53,2015,14,15
83,2015,8,17
1056,2015,4,05
811,2015,8,08A
196,2015,1,07
20,2015,14,22
869,2015,11,03
465,2015,10,07
2,2015,9,12
749,2015,6,11
2485,2015,4,06
402,2015,3,07
106,2015,9,10
1191,2015,15,26
3,2015,20,19
817,2015,18,26
416,2015,19,07
79,2015,9,20
60,2015,14,24
465,2015,20,14
435,2015,9,04B
466,2015,17,07
530,2015,7,07
15,2015,4,22
52,2015,22,02
361,2015,24,18
3150,2015,14,06
1039,2015,2,26
344,2015,16,07
10,2015,24,01A
263,2015,4,15
88,2015,24,04A
489,2015,14,05
69,2015,12,02
36,2015,9,09
769,2015,6,03
19,2015,12,01A
565,2015,22,18
79,2015,25,17
489,2015,11,11
376,2015,5,07
45,2015,24,02
179,2015,12,04A
3,2015,20,16
696,2015,25,08A
276,2015,4,24
188,2015,22,04A
2041,2015,9,08B
1,2015,9,13
22,2015,22,01A
560,2015,12,18
403,2015,24,11
110,2015,11,02
1,2015,8,12
1738,2015,7,26
585,2015,17,26
31,2015,4,16
1098,2015,14,14
915,2015,19,26
2500,2015,25,08B
2,2015,25,13
36,2015,20,24
603,2015,9,08A
442,2015,15,07
208,2015,18,07
53,2015,9,17
1,2015,14,19
1491,2015,3,26
4,2015,20,22
5428,2015,11,18
1063,2015,10,26
32,2015,25,09
639,2015,22,11
377,2015,8,04B
99,2015,8,20
369,2015,11,04A
678,2015,12,11
24,2015,20,15
49,2015,11,01A
1165,2015,1,26
92,2015,8,10
34,2015,8,09
376,2015,25,04B
319,2015,6,04A
103,2015,25,20
387,2015,12,03
11,2015,4,19
40,2015,6,01A
8,2015,14,16
268,2015,22,03
1224,2015,6,18
1870,2015,4,14
103,2015,25,10
1176,2015,5,26
188,2015,20,05
2572,2015,8,08B
1347,2015,16,26
9,2015,8,13
483,2015,2,07
74,2015,6,02
201,2015,24,03
1141,2015,20,06
284,2015,12,04B
11,2015,2,16
224,2015,3,15
943,2015,6,08A
26,2015,19,22
215,2015,10,24
1769,2015,5,06
44,2015,6,17
547,2015,25,03
56,2015,22,10
35,2015,12,20
7,2015,7,22
9,2015,17,22
72,2015,1,24
904,2015,8,11
1,2015,3,22
675,2015,5,05
200,2015,22,04B
33,2015,19,15
382,2015,7,15
43,2015,22,20
88,2015,12,10
42,2015,17,15
597,2015,16,05
50,2015,17,24
285,2015,7,24
1,2015,12,12
465,2015,14,07
46,2015,24,10
31,2015,10,22
476,2015,20,26
24,2015,1,15
84,2015,19,24
35,2015,15,19
1,2015,22,12
129,2015,24,04B
788,2015,18,14
187,2015,3,24
244,2015,10,15
1036,2015,15,14
12,2015,1,22
39,2015,24,20
2192,2015,16,06
597,2015,19,05
287,2015,5,15
3,2015,2,19
3,2015,12,13
1187,2015,9,18
2009,2015,3,06
755,2015,7,05
535,2015,17,05
1686,2015,12,08B
79,2015,16,24
1,2015,6,01B
2069,2015,17,06
1918,2015,7,06
954,2015,3,05
8,2015,24,09
5,2015,5,22
1338,2015,22,08B
1234,2015,2,14
259,2015,9,04A
32,2015,9,01A
4177,2015,19,06
1,2015,22,13
5650,2015,1,06
68,2015,18,16
12,2015,16,22
18,2015,12,09
6,2015,15,16
468,2015,10,05
639,2015,8,03
60,2015,9,02
42,2015,11,17
496,2015,4,07
8,2015,22,09
50,2015,16,15
679,2015,25,11
1624,2015,10,06
162,2015,5,24
893,2015,11,08A
2,2015,24,13
1159,2015,24,08B
176,2015,1,05
20,2016,22,17
46,2016,18,15
27,2016,11,09
603,2016,25,18
237,2016,15,15
1524,2016,10,14
104,2016,6,10
409,2016,22,08A
3,2016,15,22
158,2016,6,20
761,2016,1,14
352,2016,25,04A
38,2016,25,01A
37,2016,18,22
114,2016,12,17
16,2016,10,19
595,2016,12,08A
600,2016,6,04B
1551,2016,7,14
29,2016,5,16
1031,2016,17,14
85,2016,25,02
181,2016,20,07
59,2016,24,17
3120,2016,11,08B
2743,2016,2,06
8,2016,3,19
340,2016,24,08A
695,2016,14,26
1208,2016,19,14
2,2016,11,13
1,2016,17,19
35,2016,7,19
584,2016,2,05
1507,2016,3,14
49,2016,18,24
1,2016,6,12
1,2016,19,19
503,2016,9,11
142,2016,15,24
91,2016,8,02
1,2016,11,12
677,2016,9,03
6165,2016,18,06
6,2016,1,16
1181,2016,16,14
1421,2016,15,06
2998,2016,6,08B
324,2016,15,05
2,2016,6,13
343,2016,18,05
65,2016,2,24
3,2016,16,19
5,2016,10,16
529,2016,8,18
118,2016,2,15
3,2016,3,16
786,2016,11,04B
5,2016,5,19
110,2016,11,20
351,2016,8,04A
3,2016,19,16
59,2016,8,01A
6,2016,2,22
1575,2016,4,26
1,2016,17,16
1574,2016,5,14
28,2016,6,09
28,2016,7,16
45,2016,11,10
418,2016,19,07
98,2016,9,20
40,2016,14,24
460,2016,17,07
506,2016,9,04B
453,2016,20,14
516,2016,7,07
128,2016,9,10
424,2016,3,07
1055,2016,15,26
1,2016,20,19
751,2016,18,26
10,2016,14,22
1007,2016,11,03
2,2016,9,12
565,2016,10,07
708,2016,6,11
2304,2016,4,06
937,2016,4,05
74,2016,8,17
56,2016,14,15
842,2016,8,08A
230,2016,1,07
192,2016,22,04A
1,2016,31,08A
2053,2016,9,08B
2,2016,9,13
25,2016,22,01A
372,2016,12,18
28,2016,12,01A
285,2016,22,18
872,2016,6,03
68,2016,25,17
56,2016,24,02
436,2016,5,07
478,2016,11,11
237,2016,12,04A
700,2016,25,08A
160,2016,4,24
472,2016,16,07
12,2016,24,01A
641,2016,14,05
238,2016,4,15
120,2016,24,04A
79,2016,12,02
35,2016,9,09
23,2016,22,02
7,2016,4,22
173,2016,24,18
3683,2016,14,06
1030,2016,2,26
444,2016,11,04A
815,2016,12,11
41,2016,20,15
1133,2016,1,26
94,2016,11,01A
77,2016,8,10
3535,2016,11,18
51,2016,25,09
1188,2016,10,26
3,2016,20,22
549,2016,22,11
442,2016,8,04B
176,2016,8,20
512,2016,15,07
641,2016,9,08A
377,2016,18,07
65,2016,9,17
1326,2016,3,26
108,2016,11,02
2,2016,8,12
527,2016,24,11
1441,2016,7,26
6,2016,4,16
611,2016,17,26
1260,2016,14,14
2396,2016,25,08B
894,2016,19,26
4,2016,25,13
21,2016,20,24
471,2016,2,07
98,2016,6,02
317,2016,24,03
1175,2016,20,06
239,2016,20,05
3,2016,25,12
2577,2016,8,08B
1149,2016,16,26
3,2016,8,13
640,2016,6,18
294,2016,22,03
1905,2016,4,14
84,2016,25,10
1241,2016,5,26
1,2016,9,01B
65,2016,8,09
340,2016,25,04B
151,2016,25,20
427,2016,6,04A
58,2016,6,01A
552,2016,12,03
3,2016,4,19
2,2016,22,12
143,2016,24,04B
916,2016,18,14
126,2016,3,24
1234,2016,15,14
263,2016,10,15
2218,2016,16,06
70,2016,24,20
8,2016,1,22
31,2016,17,24
659,2016,16,05
199,2016,7,24
3,2016,12,12
559,2016,14,07
410,2016,20,26
2,2016,18,19
45,2016,24,10
33,2016,10,22
32,2016,1,15
71,2016,19,24
31,2016,15,19
53,2016,1,24
1017,2016,8,11
45,2016,19,15
664,2016,5,05
222,2016,22,04B
379,2016,7,15
51,2016,17,15
125,2016,12,10
133,2016,22,20
169,2016,3,15
1,2016,2,16
911,2016,6,08A
316,2016,12,04B
25,2016,19,22
148,2016,10,24
1720,2016,5,06
49,2016,6,17
578,2016,25,03
3,2016,7,22
79,2016,22,10
68,2016,12,20
4,2016,17,22
49,2016,11,17
14,2016,22,09
601,2016,4,07
36,2016,16,15
1820,2016,10,06
724,2016,25,11
895,2016,11,08A
123,2016,5,24
1,2016,24,13
1223,2016,24,08B
215,2016,1,05
6,2016,16,22
6547,2016,1,06
13,2016,18,16
23,2016,12,09
25,2016,15,16
492,2016,10,05
769,2016,8,03
64,2016,9,02
2016,2016,17,06
1789,2016,7,06
860,2016,3,05
6,2016,24,09
4,2016,5,22
1361,2016,22,08B
396,2016,9,04A
1372,2016,2,14
4252,2016,19,06
65,2016,9,01A
4,2016,22,13
282,2016,5,15
757,2016,19,05
3,2016,12,13
4,2016,2,19
1897,2016,3,06
620,2016,9,18
825,2016,7,05
1681,2016,12,08B
40,2016,16,24
507,2016,17,05
59,2016,16,10
9,2016,14,01A
4,2016,1,13
1226,2016,1,08B
1,2016,5,12
12,2016,3,09
398,2016,24,05
183,2016,14,04A
68,2016,16,20
1775,2016,24,06
133,2016,20,03
13,2016,6,16
630,2016,2,08A
40,2016,7,09
11,2016,17,09
2384,2016,10,08B
5,2016,19,09
48,2016,2,17
88,2016,16,04B
3,2016,10,13
128,2016,14,18
3,2016,3,13
4787,2016,12,06
32,2016,11,19
4,2016,1,09
106,2016,5,20
2335,2016,3,08B
489,2016,5,04B
543,2016,22,05
47,2016,10,09
1449,2016,25,26
47,2016,5,10
1446,2016,19,08B
1617,2016,22,06
1776,2016,11,14
2,2016,19,13
1,2016,7,13
2,2016,16,12
2,2016,17,13
673,2016,12,05
1137,2016,17,08B
48,2016,14,02
2745,2016,7,08B
149,2016,1,04B
76,2016,22,24
1,2016,2,01B
538,2016,4,18
2,2016,3,12
42,2016,5,09
43,2016,10,10
1958,2016,6,14
11,2016,24,22
27,2016,1,20
1500,2016,8,26
66,2016,12,24
1281,2016,16,08B
4,2016,17,12
660,2016,10,04B
1,2016,16,13
1,2016,7,12
2,2016,19,12
98,2016,10,20
235,2016,1,10
424,2016,4,04A
69,2016,24,15
41,2016,4,01A
9,2016,6,19
38,2016,24,24
2,2016,5,13
116,2016,3,20
126,2016,19,10
2143,2016,5,08B
9,2016,1,12
57,2016,17,10
554,2016,3,04B
82,2016,12,15
56,2016,7,10
81,2016,4,02
3,2016,22,22
512,2016,11,16
426,2016,20,11
727,2016,7,04B
562,2016,9,07
135,2016,17,04B
61,2016,3,10
36,2016,19,20
1,2016,10,12
589,2016,15,08A
354,2016,18,08A
11,2016,16,09
37,2016,15,17
99,2016,7,20
17,2016,12,22
37,2016,18,17
179,2016,19,04B
58,2016,17,20
122,2016,22,15
3456,2016,8,06
35,2016,9,16
61,2016,15,02
458,2016,1,03
106,2016,18,02
1045,2016,4,08A
682,2016,20,08B
95,2016,25,24
1,2016,14,01B
402,2016,5,11
776,2016,11,07
48,2016,4,17
630,2016,10,03
1474,2016,8,05
746,2016,3,03
1348,2016,15,18
208,2016,25,15
143,2016,18,18
868,2016,16,11
489,2016,19,03
1,2016,20,09
6,2016,25,22
280,2016,15,04A
5,2016,18,01A
95,2016,18,04A
344,2016,17,03
60,2016,15,01A
716,2016,7,03
536,2016,17,11
429,2016,7,11
351,2016,14,08A
705,2016,24,26
42,2016,20,10
287,2016,2,18
1377,2016,19,11
176,2016,8,15
4,2016,9,19
35,2016,14,17
26,2016,20,20
183,2016,16,03
12,2016,8,22
486,2016,3,11
30,2016,2,01A
1658,2016,9,14
238,2016,2,04A
74,2016,20,04B
583,2016,6,07
1001,2016,22,26
460,2016,5,03
2843,2016,25,06
461,2016,10,11
75,2016,2,02
1630,2016,1,11
917,2016,12,26
127,2016,8,24
860,2016,25,05
4,2016,20,12
2,2016,31,06
780,2016,9,05
79,2016,10,02
155,2016,17,18
1021,2016,7,18
194,2016,19,18
651,2016,2,11
40,2016,3,01A
19,2016,14,09
289,2016,3,04A
86,2016,7,01A
596,2016,15,03
11,2016,17,01A
65,2016,1,02
381,2016,18,03
142,2016,17,04A
427,2016,7,04A
118,2016,19,04A
1,2016,4,12
23,2016,8,16
2248,2016,9,06
375,2016,3,18
8,2016,19,01A
2,2016,14,13
861,2016,10,18
1410,2016,11,26
9,2016,1,01A
45,2016,17,02
117,2016,1,04A
1772,2016,25,14
1205,2016,14,08B
78,2016,7,02
91,2016,4,10
76,2016,19,02
167,2016,4,20
370,2016,10,04A
144,2016,1,18
49,2016,10,01A
10,2016,25,19
513,2016,4,04B
72,2016,3,02
16,2016,9,22
2499,2016,8,14
42,2016,16,02
44,2016,5,01A
316,2016,5,04A
2,2016,14,12
620,2016,12,07
203,2016,9,15
17,2016,8,19
27,2016,4,09
355,2016,22,07
1583,2016,6,26
524,2016,5,18
55,2016,14,20
1671,2016,18,11
166,2016,14,04B
315,2016,16,18
98,2016,9,24
408,2016,15,11
2876,2016,4,08B
207,2016,20,08A
81,2016,14,10
3,2016,4,13
658,2016,2,03
139,2016,16,04A
20,2016,20,17
291,2016,24,07
90,2016,5,02
4,2016,16,01A
81,2016,25,16
739,2016,5,08A
277,2016,11,24
16,2016,24,16
54,2016,20,02
883,2016,25,07
2903,2016,6,06
42,2016,5,17
661,2016,4,11
1012,2016,6,05
3,2016,18,13
2200,2016,15,08B
1302,2016,18,08B
4,2016,15,13
82,2016,2,10
473,2016,14,03
113,2016,20,18
11,2016,11,22
460,2016,16,08A
79,2016,2,20
31,2016,15,09
5,2016,12,16
47,2016,16,17
324,2016,2,04B
54,2016,20,04A
3,2016,20,01A
409,2016,11,15
12,2016,18,09
147,2016,18,10
24,2016,15,10
213,2016,6,15
756,2016,3,08A
1096,2016,9,26
51,2016,3,17
104,2016,15,20
391,2016,19,08A
895,2016,24,14
2,2016,6,22
56,2016,17,17
27,2016,18,20
48,2016,7,17
52,2016,19,17
150,2016,18,04B
570,2016,14,11
529,2016,15,04B
319,2016,17,08A
6,2016,2,09
856,2016,7,08A
1777,2016,12,14
56,2016,1,17
1,2016,22,19
1025,2016,8,07
487,2016,11,05
513,2016,1,08A
63,2016,10,17
624,2016,4,03
6,2016,12,19
1802,2016,2,08B
2038,2016,11,06
1190,2016,22,14
628,2016,10,08A
4,2016,18,12
144,2016,6,24
