y,name,x,z,w,primary_type
1333,Rogers Park,23.6,50,8.7,03
78,Rogers Park,23.6,50,8.7,22
264,Rogers Park,23.6,50,8.7,15
319,Rogers Park,23.6,50,8.7,24
813,Rogers Park,23.6,50,8.7,07
1398,Rogers Park,23.6,50,8.7,05
5716,Rogers Park,23.6,50,8.7,06
1379,Rogers Park,23.6,50,8.7,08A
148,Rogers Park,23.6,50,8.7,17
854,Rogers Park,23.6,50,8.7,11
4591,Rogers Park,23.6,50,8.7,08B
4,Rogers Park,23.6,50,8.7,13
3428,Rogers Park,23.6,50,8.7,26
55,Rogers Park,23.6,50,8.7,19
120,Rogers Park,23.6,50,8.7,02
3153,Rogers Park,23.6,50,8.7,14
360,Rogers Park,23.6,50,8.7,04A
23,Rogers Park,23.6,50,8.7,09
20,Rogers Park,23.6,50,8.7,01A
2965,Rogers Park,23.6,50,8.7,18
103,Rogers Park,23.6,50,8.7,20
178,Rogers Park,23.6,50,8.7,16
602,Rogers Park,23.6,50,8.7,04B
164,Rogers Park,23.6,50,8.7,10
7,Rogers Park,23.6,50,8.7,12
8,West Ridge,17.2,70,8.8,12
354,West Ridge,17.2,70,8.8,04B
47,West Ridge,17.2,70,8.8,16
108,West Ridge,17.2,70,8.8,20
159,West Ridge,17.2,70,8.8,10
9,West Ridge,17.2,70,8.8,01A
256,West Ridge,17.2,70,8.8,04A
40,West Ridge,17.2,70,8.8,09
1560,West Ridge,17.2,70,8.8,18
17,West Ridge,17.2,70,8.8,19
2394,West Ridge,17.2,70,8.8,26
10,West Ridge,17.2,70,8.8,13
3371,West Ridge,17.2,70,8.8,08B
3602,West Ridge,17.2,70,8.8,14
110,West Ridge,17.2,70,8.8,02
120,West Ridge,17.2,70,8.8,17
1060,West Ridge,17.2,70,8.8,08A
792,West Ridge,17.2,70,8.8,11
2007,West Ridge,17.2,70,8.8,05
5719,West Ridge,17.2,70,8.8,06
161,West Ridge,17.2,70,8.8,24
1139,West Ridge,17.2,70,8.8,07
800,West Ridge,17.2,70,8.8,03
50,West Ridge,17.2,70,8.8,22
136,West Ridge,17.2,70,8.8,15
966,Uptown,24,50,8.9,07
245,Uptown,24,50,8.9,24
157,Uptown,24,50,8.9,15
809,Uptown,24,50,8.9,03
60,Uptown,24,50,8.9,22
1176,Uptown,24,50,8.9,11
1235,Uptown,24,50,8.9,08A
169,Uptown,24,50,8.9,17
6758,Uptown,24,50,8.9,06
1136,Uptown,24,50,8.9,05
3295,Uptown,24,50,8.9,18
18,Uptown,24,50,8.9,01A
282,Uptown,24,50,8.9,04A
16,Uptown,24,50,8.9,09
2480,Uptown,24,50,8.9,14
136,Uptown,24,50,8.9,02
8,Uptown,24,50,8.9,13
3697,Uptown,24,50,8.9,08B
25,Uptown,24,50,8.9,19
2583,Uptown,24,50,8.9,26
11,Uptown,24,50,8.9,12
143,Uptown,24,50,8.9,10
83,Uptown,24,50,8.9,16
61,Uptown,24,50,8.9,20
464,Uptown,24,50,8.9,04B
52,Lincoln Square,10.9,30,8.2,15
47,Lincoln Square,10.9,30,8.2,22
275,Lincoln Square,10.9,30,8.2,03
740,Lincoln Square,10.9,30,8.2,07
112,Lincoln Square,10.9,30,8.2,24
3631,Lincoln Square,10.9,30,8.2,06
931,Lincoln Square,10.9,30,8.2,05
511,Lincoln Square,10.9,30,8.2,11
72,Lincoln Square,10.9,30,8.2,17
515,Lincoln Square,10.9,30,8.2,08A
50,Lincoln Square,10.9,30,8.2,02
1733,Lincoln Square,10.9,30,8.2,14
1218,Lincoln Square,10.9,30,8.2,26
6,Lincoln Square,10.9,30,8.2,19
1692,Lincoln Square,10.9,30,8.2,08B
6,Lincoln Square,10.9,30,8.2,13
676,Lincoln Square,10.9,30,8.2,18
7,Lincoln Square,10.9,30,8.2,09
107,Lincoln Square,10.9,30,8.2,04A
2,Lincoln Square,10.9,30,8.2,01A
71,Lincoln Square,10.9,30,8.2,10
129,Lincoln Square,10.9,30,8.2,04B
27,Lincoln Square,10.9,30,8.2,20
24,Lincoln Square,10.9,30,8.2,16
2,Lincoln Square,10.9,30,8.2,12
4,North Center,7.5,30,5.2,19
1034,North Center,7.5,30,5.2,26
6,North Center,7.5,30,5.2,13
952,North Center,7.5,30,5.2,08B
1484,North Center,7.5,30,5.2,14
44,North Center,7.5,30,5.2,02
3,North Center,7.5,30,5.2,01A
15,North Center,7.5,30,5.2,09
62,North Center,7.5,30,5.2,04A
365,North Center,7.5,30,5.2,18
92,North Center,7.5,30,5.2,04B
4,North Center,7.5,30,5.2,16
16,North Center,7.5,30,5.2,20
74,North Center,7.5,30,5.2,10
5,North Center,7.5,30,5.2,12
21,North Center,7.5,30,5.2,22
223,North Center,7.5,30,5.2,03
34,North Center,7.5,30,5.2,15
62,North Center,7.5,30,5.2,24
541,North Center,7.5,30,5.2,07
1201,North Center,7.5,30,5.2,05
3799,North Center,7.5,30,5.2,06
52,North Center,7.5,30,5.2,17
336,North Center,7.5,30,5.2,08A
524,North Center,7.5,30,5.2,11
186,Lake View,11.4,90,4.7,17
1030,Lake View,11.4,90,4.7,08A
2458,Lake View,11.4,90,4.7,11
2976,Lake View,11.4,90,4.7,05
15136,Lake View,11.4,90,4.7,06
272,Lake View,11.4,90,4.7,24
1456,Lake View,11.4,90,4.7,07
1502,Lake View,11.4,90,4.7,03
113,Lake View,11.4,90,4.7,22
75,Lake View,11.4,90,4.7,15
10,Lake View,11.4,90,4.7,12
391,Lake View,11.4,90,4.7,04B
104,Lake View,11.4,90,4.7,16
24,Lake View,11.4,90,4.7,20
207,Lake View,11.4,90,4.7,10
7,Lake View,11.4,90,4.7,01A
180,Lake View,11.4,90,4.7,04A
16,Lake View,11.4,90,4.7,09
1234,Lake View,11.4,90,4.7,18
5,Lake View,11.4,90,4.7,19
2680,Lake View,11.4,90,4.7,26
9,Lake View,11.4,90,4.7,13
4274,Lake View,11.4,90,4.7,08B
4164,Lake View,11.4,90,4.7,14
148,Lake View,11.4,90,4.7,02
98,Lincoln Park,12.3,60,5.1,24
1253,Lincoln Park,12.3,60,5.1,07
121,Lincoln Park,12.3,60,5.1,22
825,Lincoln Park,12.3,60,5.1,03
27,Lincoln Park,12.3,60,5.1,15
105,Lincoln Park,12.3,60,5.1,17
574,Lincoln Park,12.3,60,5.1,08A
1507,Lincoln Park,12.3,60,5.1,11
2350,Lincoln Park,12.3,60,5.1,05
13444,Lincoln Park,12.3,60,5.1,06
4,Lincoln Park,12.3,60,5.1,01A
12,Lincoln Park,12.3,60,5.1,09
118,Lincoln Park,12.3,60,5.1,04A
484,Lincoln Park,12.3,60,5.1,18
6,Lincoln Park,12.3,60,5.1,19
1766,Lincoln Park,12.3,60,5.1,26
18,Lincoln Park,12.3,60,5.1,13
2264,Lincoln Park,12.3,60,5.1,08B
3512,Lincoln Park,12.3,60,5.1,14
81,Lincoln Park,12.3,60,5.1,02
7,Lincoln Park,12.3,60,5.1,12
237,Lincoln Park,12.3,60,5.1,04B
27,Lincoln Park,12.3,60,5.1,16
31,Lincoln Park,12.3,60,5.1,20
153,Lincoln Park,12.3,60,5.1,10
26397,Near North Side,12.9,80,7,06
1313,Near North Side,12.9,80,7,05
5204,Near North Side,12.9,80,7,11
1683,Near North Side,12.9,80,7,08A
183,Near North Side,12.9,80,7,17
182,Near North Side,12.9,80,7,15
1585,Near North Side,12.9,80,7,03
180,Near North Side,12.9,80,7,22
1213,Near North Side,12.9,80,7,07
351,Near North Side,12.9,80,7,24
409,Near North Side,12.9,80,7,10
46,Near North Side,12.9,80,7,20
900,Near North Side,12.9,80,7,16
850,Near North Side,12.9,80,7,04B
23,Near North Side,12.9,80,7,12
162,Near North Side,12.9,80,7,02
3907,Near North Side,12.9,80,7,14
6716,Near North Side,12.9,80,7,08B
38,Near North Side,12.9,80,7,13
5699,Near North Side,12.9,80,7,26
42,Near North Side,12.9,80,7,19
2496,Near North Side,12.9,80,7,18
283,Near North Side,12.9,80,7,04A
11,Near North Side,12.9,80,7,09
16,Near North Side,12.9,80,7,01A
5,Edison Park,3.3,10,6.5,24
47,Edison Park,3.3,10,6.5,07
4,Edison Park,3.3,10,6.5,22
13,Edison Park,3.3,10,6.5,03
1,Edison Park,3.3,10,6.5,15
66,Edison Park,3.3,10,6.5,08A
13,Edison Park,3.3,10,6.5,17
115,Edison Park,3.3,10,6.5,11
121,Edison Park,3.3,10,6.5,05
421,Edison Park,3.3,10,6.5,06
3,Edison Park,3.3,10,6.5,09
18,Edison Park,3.3,10,6.5,04A
22,Edison Park,3.3,10,6.5,18
306,Edison Park,3.3,10,6.5,08B
270,Edison Park,3.3,10,6.5,26
386,Edison Park,3.3,10,6.5,14
4,Edison Park,3.3,10,6.5,02
3,Edison Park,3.3,10,6.5,12
3,Edison Park,3.3,10,6.5,16
12,Edison Park,3.3,10,6.5,20
13,Edison Park,3.3,10,6.5,04B
11,Edison Park,3.3,10,6.5,10
7,Norwood Park,5.4,30,9,12
34,Norwood Park,5.4,30,9,20
7,Norwood Park,5.4,30,9,16
52,Norwood Park,5.4,30,9,04B
50,Norwood Park,5.4,30,9,10
49,Norwood Park,5.4,30,9,04A
9,Norwood Park,5.4,30,9,09
2,Norwood Park,5.4,30,9,01A
225,Norwood Park,5.4,30,9,18
1063,Norwood Park,5.4,30,9,08B
5,Norwood Park,5.4,30,9,13
1068,Norwood Park,5.4,30,9,26
2,Norwood Park,5.4,30,9,19
23,Norwood Park,5.4,30,9,02
1490,Norwood Park,5.4,30,9,14
367,Norwood Park,5.4,30,9,08A
55,Norwood Park,5.4,30,9,17
451,Norwood Park,5.4,30,9,11
575,Norwood Park,5.4,30,9,05
2201,Norwood Park,5.4,30,9,06
19,Norwood Park,5.4,30,9,24
208,Norwood Park,5.4,30,9,07
80,Norwood Park,5.4,30,9,03
11,Norwood Park,5.4,30,9,22
18,Norwood Park,5.4,30,9,15
3,Jefferson Park,8.6,20,12.4,12
67,Jefferson Park,8.6,20,12.4,10
37,Jefferson Park,8.6,20,12.4,20
1,Jefferson Park,8.6,20,12.4,16
56,Jefferson Park,8.6,20,12.4,04B
292,Jefferson Park,8.6,20,12.4,18
13,Jefferson Park,8.6,20,12.4,09
69,Jefferson Park,8.6,20,12.4,04A
3,Jefferson Park,8.6,20,12.4,01A
16,Jefferson Park,8.6,20,12.4,02
1283,Jefferson Park,8.6,20,12.4,14
1086,Jefferson Park,8.6,20,12.4,08B
1,Jefferson Park,8.6,20,12.4,13
986,Jefferson Park,8.6,20,12.4,26
1,Jefferson Park,8.6,20,12.4,19
353,Jefferson Park,8.6,20,12.4,11
321,Jefferson Park,8.6,20,12.4,08A
35,Jefferson Park,8.6,20,12.4,17
1688,Jefferson Park,8.6,20,12.4,06
564,Jefferson Park,8.6,20,12.4,05
335,Jefferson Park,8.6,20,12.4,07
26,Jefferson Park,8.6,20,12.4,24
16,Jefferson Park,8.6,20,12.4,15
27,Jefferson Park,8.6,20,12.4,22
113,Jefferson Park,8.6,20,12.4,03
2,Forest Glen,7.5,10,6.8,12
22,Forest Glen,7.5,10,6.8,20
3,Forest Glen,7.5,10,6.8,16
20,Forest Glen,7.5,10,6.8,04B
20,Forest Glen,7.5,10,6.8,10
24,Forest Glen,7.5,10,6.8,04A
4,Forest Glen,7.5,10,6.8,09
2,Forest Glen,7.5,10,6.8,01A
111,Forest Glen,7.5,10,6.8,18
331,Forest Glen,7.5,10,6.8,08B
384,Forest Glen,7.5,10,6.8,26
1,Forest Glen,7.5,10,6.8,19
11,Forest Glen,7.5,10,6.8,02
628,Forest Glen,7.5,10,6.8,14
110,Forest Glen,7.5,10,6.8,08A
15,Forest Glen,7.5,10,6.8,17
175,Forest Glen,7.5,10,6.8,11
455,Forest Glen,7.5,10,6.8,05
974,Forest Glen,7.5,10,6.8,06
5,Forest Glen,7.5,10,6.8,24
112,Forest Glen,7.5,10,6.8,07
28,Forest Glen,7.5,10,6.8,03
7,Forest Glen,7.5,10,6.8,22
3,Forest Glen,7.5,10,6.8,15
6,North Park,13.2,10,9.9,13
695,North Park,13.2,10,9.9,08B
7,North Park,13.2,10,9.9,19
582,North Park,13.2,10,9.9,26
955,North Park,13.2,10,9.9,14
26,North Park,13.2,10,9.9,02
4,North Park,13.2,10,9.9,01A
7,North Park,13.2,10,9.9,09
55,North Park,13.2,10,9.9,04A
294,North Park,13.2,10,9.9,18
11,North Park,13.2,10,9.9,16
15,North Park,13.2,10,9.9,20
61,North Park,13.2,10,9.9,04B
41,North Park,13.2,10,9.9,10
1,North Park,13.2,10,9.9,12
20,North Park,13.2,10,9.9,22
141,North Park,13.2,10,9.9,03
35,North Park,13.2,10,9.9,15
33,North Park,13.2,10,9.9,24
325,North Park,13.2,10,9.9,07
716,North Park,13.2,10,9.9,05
1746,North Park,13.2,10,9.9,06
198,North Park,13.2,10,9.9,08A
35,North Park,13.2,10,9.9,17
230,North Park,13.2,10,9.9,11
1046,Albany Park,19.2,50,10,07
185,Albany Park,19.2,50,10,24
125,Albany Park,19.2,50,10,15
587,Albany Park,19.2,50,10,03
90,Albany Park,19.2,50,10,22
490,Albany Park,19.2,50,10,11
103,Albany Park,19.2,50,10,17
664,Albany Park,19.2,50,10,08A
3364,Albany Park,19.2,50,10,06
1277,Albany Park,19.2,50,10,05
1163,Albany Park,19.2,50,10,18
220,Albany Park,19.2,50,10,04A
43,Albany Park,19.2,50,10,09
19,Albany Park,19.2,50,10,01A
76,Albany Park,19.2,50,10,02
2554,Albany Park,19.2,50,10,14
1745,Albany Park,19.2,50,10,26
4,Albany Park,19.2,50,10,19
2669,Albany Park,19.2,50,10,08B
16,Albany Park,19.2,50,10,13
4,Albany Park,19.2,50,10,12
52,Albany Park,19.2,50,10,10
345,Albany Park,19.2,50,10,04B
68,Albany Park,19.2,50,10,20
77,Albany Park,19.2,50,10,16
87,Portage Park,11.6,60,12.6,02
3731,Portage Park,11.6,60,12.6,14
2631,Portage Park,11.6,60,12.6,26
5,Portage Park,11.6,60,12.6,19
3535,Portage Park,11.6,60,12.6,08B
16,Portage Park,11.6,60,12.6,13
1612,Portage Park,11.6,60,12.6,18
267,Portage Park,11.6,60,12.6,04A
33,Portage Park,11.6,60,12.6,09
9,Portage Park,11.6,60,12.6,01A
146,Portage Park,11.6,60,12.6,10
276,Portage Park,11.6,60,12.6,04B
75,Portage Park,11.6,60,12.6,20
32,Portage Park,11.6,60,12.6,16
6,Portage Park,11.6,60,12.6,12
138,Portage Park,11.6,60,12.6,15
593,Portage Park,11.6,60,12.6,03
86,Portage Park,11.6,60,12.6,22
1479,Portage Park,11.6,60,12.6,07
135,Portage Park,11.6,60,12.6,24
5643,Portage Park,11.6,60,12.6,06
1808,Portage Park,11.6,60,12.6,05
835,Portage Park,11.6,60,12.6,11
119,Portage Park,11.6,60,12.6,17
913,Portage Park,11.6,60,12.6,08A
112,Irving Park,13.1,50,10,15
72,Irving Park,13.1,50,10,22
638,Irving Park,13.1,50,10,03
1909,Irving Park,13.1,50,10,07
192,Irving Park,13.1,50,10,24
4895,Irving Park,13.1,50,10,06
2034,Irving Park,13.1,50,10,05
587,Irving Park,13.1,50,10,11
832,Irving Park,13.1,50,10,08A
114,Irving Park,13.1,50,10,17
107,Irving Park,13.1,50,10,02
3416,Irving Park,13.1,50,10,14
3360,Irving Park,13.1,50,10,08B
10,Irving Park,13.1,50,10,13
1957,Irving Park,13.1,50,10,26
5,Irving Park,13.1,50,10,19
1214,Irving Park,13.1,50,10,18
48,Irving Park,13.1,50,10,09
257,Irving Park,13.1,50,10,04A
11,Irving Park,13.1,50,10,01A
92,Irving Park,13.1,50,10,10
80,Irving Park,13.1,50,10,20
26,Irving Park,13.1,50,10,16
366,Irving Park,13.1,50,10,04B
5,Irving Park,13.1,50,10,12
1,Dunning,10.6,40,10,12
64,Dunning,10.6,40,10,10
83,Dunning,10.6,40,10,04B
45,Dunning,10.6,40,10,20
459,Dunning,10.6,40,10,18
138,Dunning,10.6,40,10,04A
17,Dunning,10.6,40,10,09
5,Dunning,10.6,40,10,01A
31,Dunning,10.6,40,10,02
2273,Dunning,10.6,40,10,14
1382,Dunning,10.6,40,10,26
3,Dunning,10.6,40,10,19
1572,Dunning,10.6,40,10,08B
4,Dunning,10.6,40,10,13
495,Dunning,10.6,40,10,11
63,Dunning,10.6,40,10,17
488,Dunning,10.6,40,10,08A
2837,Dunning,10.6,40,10,06
1152,Dunning,10.6,40,10,05
638,Dunning,10.6,40,10,07
45,Dunning,10.6,40,10,24
40,Dunning,10.6,40,10,15
215,Dunning,10.6,40,10,03
26,Dunning,10.6,40,10,22
1,Montclaire,15.3,10,13.8,12
13,Montclaire,15.3,10,13.8,20
2,Montclaire,15.3,10,13.8,16
54,Montclaire,15.3,10,13.8,04B
25,Montclaire,15.3,10,13.8,10
15,Montclaire,15.3,10,13.8,09
68,Montclaire,15.3,10,13.8,04A
4,Montclaire,15.3,10,13.8,01A
179,Montclaire,15.3,10,13.8,18
680,Montclaire,15.3,10,13.8,08B
514,Montclaire,15.3,10,13.8,26
2,Montclaire,15.3,10,13.8,19
11,Montclaire,15.3,10,13.8,02
715,Montclaire,15.3,10,13.8,14
194,Montclaire,15.3,10,13.8,08A
17,Montclaire,15.3,10,13.8,17
132,Montclaire,15.3,10,13.8,11
463,Montclaire,15.3,10,13.8,05
1045,Montclaire,15.3,10,13.8,06
19,Montclaire,15.3,10,13.8,24
390,Montclaire,15.3,10,13.8,07
6,Montclaire,15.3,10,13.8,22
85,Montclaire,15.3,10,13.8,03
13,Montclaire,15.3,10,13.8,15
2744,Belmont Cragin,18.7,70,14.6,18
22,Belmont Cragin,18.7,70,14.6,01A
583,Belmont Cragin,18.7,70,14.6,04A
112,Belmont Cragin,18.7,70,14.6,09
4966,Belmont Cragin,18.7,70,14.6,14
181,Belmont Cragin,18.7,70,14.6,02
8,Belmont Cragin,18.7,70,14.6,19
3709,Belmont Cragin,18.7,70,14.6,26
10,Belmont Cragin,18.7,70,14.6,13
5422,Belmont Cragin,18.7,70,14.6,08B
8,Belmont Cragin,18.7,70,14.6,12
258,Belmont Cragin,18.7,70,14.6,10
785,Belmont Cragin,18.7,70,14.6,04B
376,Belmont Cragin,18.7,70,14.6,16
199,Belmont Cragin,18.7,70,14.6,20
1,Belmont Cragin,18.7,70,14.6,01B
2846,Belmont Cragin,18.7,70,14.6,07
376,Belmont Cragin,18.7,70,14.6,24
355,Belmont Cragin,18.7,70,14.6,15
1391,Belmont Cragin,18.7,70,14.6,03
118,Belmont Cragin,18.7,70,14.6,22
847,Belmont Cragin,18.7,70,14.6,11
166,Belmont Cragin,18.7,70,14.6,17
1557,Belmont Cragin,18.7,70,14.6,08A
7078,Belmont Cragin,18.7,70,14.6,06
3064,Belmont Cragin,18.7,70,14.6,05
78,Hermosa,20.5,20,13.1,10
310,Hermosa,20.5,20,13.1,04B
81,Hermosa,20.5,20,13.1,16
78,Hermosa,20.5,20,13.1,20
4,Hermosa,20.5,20,13.1,12
1441,Hermosa,20.5,20,13.1,14
62,Hermosa,20.5,20,13.1,02
4,Hermosa,20.5,20,13.1,19
1197,Hermosa,20.5,20,13.1,26
7,Hermosa,20.5,20,13.1,13
2037,Hermosa,20.5,20,13.1,08B
1003,Hermosa,20.5,20,13.1,18
13,Hermosa,20.5,20,13.1,01A
41,Hermosa,20.5,20,13.1,09
207,Hermosa,20.5,20,13.1,04A
1519,Hermosa,20.5,20,13.1,06
959,Hermosa,20.5,20,13.1,05
222,Hermosa,20.5,20,13.1,11
41,Hermosa,20.5,20,13.1,17
513,Hermosa,20.5,20,13.1,08A
151,Hermosa,20.5,20,13.1,15
31,Hermosa,20.5,20,13.1,22
409,Hermosa,20.5,20,13.1,03
920,Hermosa,20.5,20,13.1,07
151,Hermosa,20.5,20,13.1,24
6,Avondale,15.3,30,9.2,19
1631,Avondale,15.3,30,9.2,26
2,Avondale,15.3,30,9.2,13
2511,Avondale,15.3,30,9.2,08B
2381,Avondale,15.3,30,9.2,14
92,Avondale,15.3,30,9.2,02
11,Avondale,15.3,30,9.2,01A
279,Avondale,15.3,30,9.2,04A
43,Avondale,15.3,30,9.2,09
1029,Avondale,15.3,30,9.2,18
347,Avondale,15.3,30,9.2,04B
98,Avondale,15.3,30,9.2,16
79,Avondale,15.3,30,9.2,20
109,Avondale,15.3,30,9.2,10
4,Avondale,15.3,30,9.2,12
671,Avondale,15.3,30,9.2,03
54,Avondale,15.3,30,9.2,22
108,Avondale,15.3,30,9.2,15
117,Avondale,15.3,30,9.2,24
1667,Avondale,15.3,30,9.2,07
1635,Avondale,15.3,30,9.2,05
3949,Avondale,15.3,30,9.2,06
92,Avondale,15.3,30,9.2,17
735,Avondale,15.3,30,9.2,08A
561,Avondale,15.3,30,9.2,11
138,Logan Square,16.8,70,8.2,22
1449,Logan Square,16.8,70,8.2,03
227,Logan Square,16.8,70,8.2,15
227,Logan Square,16.8,70,8.2,24
2921,Logan Square,16.8,70,8.2,07
3688,Logan Square,16.8,70,8.2,05
11209,Logan Square,16.8,70,8.2,06
1455,Logan Square,16.8,70,8.2,08A
161,Logan Square,16.8,70,8.2,17
1025,Logan Square,16.8,70,8.2,11
11,Logan Square,16.8,70,8.2,13
5148,Logan Square,16.8,70,8.2,08B
6,Logan Square,16.8,70,8.2,19
3153,Logan Square,16.8,70,8.2,26
5062,Logan Square,16.8,70,8.2,14
187,Logan Square,16.8,70,8.2,02
19,Logan Square,16.8,70,8.2,01A
83,Logan Square,16.8,70,8.2,09
454,Logan Square,16.8,70,8.2,04A
2102,Logan Square,16.8,70,8.2,18
133,Logan Square,16.8,70,8.2,16
157,Logan Square,16.8,70,8.2,20
692,Logan Square,16.8,70,8.2,04B
193,Logan Square,16.8,70,8.2,10
4,Logan Square,16.8,70,8.2,12
765,Humboldt park,33.9,50,17.3,15
98,Humboldt park,33.9,50,17.3,22
2336,Humboldt park,33.9,50,17.3,03
3058,Humboldt park,33.9,50,17.3,07
468,Humboldt park,33.9,50,17.3,24
7893,Humboldt park,33.9,50,17.3,06
2980,Humboldt park,33.9,50,17.3,05
801,Humboldt park,33.9,50,17.3,11
179,Humboldt park,33.9,50,17.3,17
2612,Humboldt park,33.9,50,17.3,08A
5574,Humboldt park,33.9,50,17.3,14
252,Humboldt park,33.9,50,17.3,02
346,Humboldt park,33.9,50,17.3,19
5315,Humboldt park,33.9,50,17.3,26
13,Humboldt park,33.9,50,17.3,13
9881,Humboldt park,33.9,50,17.3,08B
12634,Humboldt park,33.9,50,17.3,18
117,Humboldt park,33.9,50,17.3,01A
135,Humboldt park,33.9,50,17.3,09
1064,Humboldt park,33.9,50,17.3,04A
216,Humboldt park,33.9,50,17.3,10
1906,Humboldt park,33.9,50,17.3,04B
1322,Humboldt park,33.9,50,17.3,16
246,Humboldt park,33.9,50,17.3,20
7,Humboldt park,33.9,50,17.3,12
33,West Town,14.7,80,6.6,01A
72,West Town,14.7,80,6.6,09
543,West Town,14.7,80,6.6,04A
2904,West Town,14.7,80,6.6,18
22,West Town,14.7,80,6.6,13
6295,West Town,14.7,80,6.6,08B
15,West Town,14.7,80,6.6,19
3700,West Town,14.7,80,6.6,26
7531,West Town,14.7,80,6.6,14
149,West Town,14.7,80,6.6,02
20,West Town,14.7,80,6.6,12
429,West Town,14.7,80,6.6,16
113,West Town,14.7,80,6.6,20
827,West Town,14.7,80,6.6,04B
253,West Town,14.7,80,6.6,10
273,West Town,14.7,80,6.6,24
3065,West Town,14.7,80,6.6,07
211,West Town,14.7,80,6.6,22
2018,West Town,14.7,80,6.6,03
307,West Town,14.7,80,6.6,15
2024,West Town,14.7,80,6.6,08A
225,West Town,14.7,80,6.6,17
1585,West Town,14.7,80,6.6,11
4702,West Town,14.7,80,6.6,05
18386,West Town,14.7,80,6.6,06
430,Austin,28.6,90,22.6,20
1862,Austin,28.6,90,22.6,16
3277,Austin,28.6,90,22.6,04B
512,Austin,28.6,90,22.6,10
16,Austin,28.6,90,22.6,12
19521,Austin,28.6,90,22.6,08B
23,Austin,28.6,90,22.6,13
12347,Austin,28.6,90,22.6,26
1088,Austin,28.6,90,22.6,19
564,Austin,28.6,90,22.6,02
10352,Austin,28.6,90,22.6,14
1791,Austin,28.6,90,22.6,04A
167,Austin,28.6,90,22.6,09
170,Austin,28.6,90,22.6,01A
26332,Austin,28.6,90,22.6,18
6534,Austin,28.6,90,22.6,05
16602,Austin,28.6,90,22.6,06
5044,Austin,28.6,90,22.6,08A
333,Austin,28.6,90,22.6,17
2181,Austin,28.6,90,22.6,11
5686,Austin,28.6,90,22.6,03
165,Austin,28.6,90,22.6,22
1354,Austin,28.6,90,22.6,15
1089,Austin,28.6,90,22.6,24
4180,Austin,28.6,90,22.6,07
89,West Garfield Park,41.7,10,25.8,20
1051,West Garfield Park,41.7,10,25.8,16
1236,West Garfield Park,41.7,10,25.8,04B
84,West Garfield Park,41.7,10,25.8,10
1,West Garfield Park,41.7,10,25.8,12
5398,West Garfield Park,41.7,10,25.8,08B
5,West Garfield Park,41.7,10,25.8,13
2534,West Garfield Park,41.7,10,25.8,26
132,West Garfield Park,41.7,10,25.8,19
132,West Garfield Park,41.7,10,25.8,02
2724,West Garfield Park,41.7,10,25.8,14
50,West Garfield Park,41.7,10,25.8,09
525,West Garfield Park,41.7,10,25.8,04A
71,West Garfield Park,41.7,10,25.8,01A
7437,West Garfield Park,41.7,10,25.8,18
1196,West Garfield Park,41.7,10,25.8,05
4061,West Garfield Park,41.7,10,25.8,06
1306,West Garfield Park,41.7,10,25.8,08A
78,West Garfield Park,41.7,10,25.8,17
1483,West Garfield Park,41.7,10,25.8,11
42,West Garfield Park,41.7,10,25.8,22
